family	# chemicals	# family specific chemicals	# med plants	# plants in fam	plants in fam
ncbitaxon:4137	256	64	4	5	['ncbitaxon:4138', 'ncbitaxon:587664', 'ncbitaxon:445399', 'ncbitaxon:445400', 'ncbitaxon:405945']
ncbitaxon:54459	45	15	1	1	['ncbitaxon:54460']
ncbitaxon:23143	103	7	0	1	['ncbitaxon:32220']
ncbitaxon:141626	1	0	0	1	['ncbitaxon:141627']
ncbitaxon:91118	182	3	3	9	['ncbitaxon:91119', 'ncbitaxon:333115', 'ncbitaxon:332641', 'ncbitaxon:2338973', 'ncbitaxon:332630', 'ncbitaxon:91120', 'ncbitaxon:116726', 'ncbitaxon:202991', 'ncbitaxon:904691']
ncbitaxon:51088	205	32	2	7	['ncbitaxon:2516445', 'ncbitaxon:741156', 'ncbitaxon:2086458', 'ncbitaxon:224904', 'ncbitaxon:1504465', 'ncbitaxon:2501720', 'ncbitaxon:51089']
ncbitaxon:42052	16	0	0	1	['ncbitaxon:42053']
ncbitaxon:540809	31	0	0	1	['ncbitaxon:540810']
ncbitaxon:58505	2	1	0	1	['ncbitaxon:1009329']
ncbitaxon:4319	377	41	2	11	['ncbitaxon:1225088', 'ncbitaxon:992780', 'ncbitaxon:670374', 'ncbitaxon:1565083', 'ncbitaxon:213839', 'ncbitaxon:670371', 'ncbitaxon:1136861', 'ncbitaxon:1225085', 'ncbitaxon:670368', 'ncbitaxon:1009589', 'ncbitaxon:1225087']
ncbitaxon:50145	4	1	1	1	['ncbitaxon:50146']
ncbitaxon:49489	3	0	0	1	['ncbitaxon:49490']
ncbitaxon:230723	24	1	1	1	['ncbitaxon:254022']
ncbitaxon:235769	2	2	0	1	['ncbitaxon:235770']
ncbitaxon:2546024	35	1	0	1	['ncbitaxon:84942']
ncbitaxon:2598999	13	2	0	1	['ncbitaxon:185713']
ncbitaxon:117166	21	1	1	1	['ncbitaxon:117167']
ncbitaxon:49794	8	0	0	4	['ncbitaxon:508346', 'ncbitaxon:1155797', 'ncbitaxon:508345', 'ncbitaxon:140898']
ncbitaxon:26378	392	144	12	35	['ncbitaxon:585815', 'ncbitaxon:148544', 'ncbitaxon:995810', 'ncbitaxon:585812', 'ncbitaxon:114617', 'ncbitaxon:198820', 'ncbitaxon:995800', 'ncbitaxon:34205', 'ncbitaxon:1871461', 'ncbitaxon:198821', 'ncbitaxon:995801', 'ncbitaxon:82213', 'ncbitaxon:2050664', 'ncbitaxon:585813', 'ncbitaxon:207932', 'ncbitaxon:93026', 'ncbitaxon:122946', 'ncbitaxon:198827', 'ncbitaxon:198816', 'ncbitaxon:2050662', 'ncbitaxon:585811', 'ncbitaxon:58944', 'ncbitaxon:585827', 'ncbitaxon:29817', 'ncbitaxon:198824', 'ncbitaxon:34213', 'ncbitaxon:1037036', 'ncbitaxon:292531', 'ncbitaxon:995802', 'ncbitaxon:198813', 'ncbitaxon:203638', 'ncbitaxon:200491', 'ncbitaxon:1273557', 'ncbitaxon:198826', 'ncbitaxon:292520']
ncbitaxon:142700	26	5	1	6	['ncbitaxon:746342', 'ncbitaxon:746315', 'ncbitaxon:746341', 'ncbitaxon:746333', 'ncbitaxon:360599', 'ncbitaxon:586301']
ncbitaxon:305384	49	0	0	2	['ncbitaxon:305385', 'ncbitaxon:41506']
ncbitaxon:174959	55	6	0	7	['ncbitaxon:174960', 'ncbitaxon:1202402', 'ncbitaxon:1202393', 'ncbitaxon:306953', 'ncbitaxon:1202404', 'ncbitaxon:1202406', 'ncbitaxon:296845']
ncbitaxon:22774	384	48	11	57	['ncbitaxon:258147', 'ncbitaxon:258165', 'ncbitaxon:116719', 'ncbitaxon:659594', 'ncbitaxon:186720', 'ncbitaxon:435944', 'ncbitaxon:258149', 'ncbitaxon:258207', 'ncbitaxon:33814', 'ncbitaxon:258187', 'ncbitaxon:1433301', 'ncbitaxon:659592', 'ncbitaxon:258158', 'ncbitaxon:258176', 'ncbitaxon:186723', 'ncbitaxon:1433323', 'ncbitaxon:1433312', 'ncbitaxon:1433320', 'ncbitaxon:258205', 'ncbitaxon:2364036', 'ncbitaxon:258140', 'ncbitaxon:258199', 'ncbitaxon:1112794', 'ncbitaxon:258209', 'ncbitaxon:258160', 'ncbitaxon:258188', 'ncbitaxon:559508', 'ncbitaxon:1813919', 'ncbitaxon:258178', 'ncbitaxon:258195', 'ncbitaxon:2306210', 'ncbitaxon:258164', 'ncbitaxon:258211', 'ncbitaxon:258196', 'ncbitaxon:258202', 'ncbitaxon:13601', 'ncbitaxon:1431204', 'ncbitaxon:659593', 'ncbitaxon:1026947', 'ncbitaxon:1433307', 'ncbitaxon:203270', 'ncbitaxon:211974', 'ncbitaxon:186729', 'ncbitaxon:1616471', 'ncbitaxon:1433308', 'ncbitaxon:186724', 'ncbitaxon:1439896', 'ncbitaxon:2602221', 'ncbitaxon:258148', 'ncbitaxon:2761039', 'ncbitaxon:2306211', 'ncbitaxon:258162', 'ncbitaxon:258145', 'ncbitaxon:1433329', 'ncbitaxon:121720', 'ncbitaxon:186727', 'ncbitaxon:411565']
ncbitaxon:151845	9	4	0	1	['ncbitaxon:151846']
ncbitaxon:1136746	7	1	0	1	['ncbitaxon:1136747']
ncbitaxon:1745064	16	1	0	2	['ncbitaxon:1745069', 'ncbitaxon:1745067']
ncbitaxon:107253	10	0	0	1	['ncbitaxon:107254']
ncbitaxon:80368	12	0	1	1	['ncbitaxon:80369']
ncbitaxon:3831	20	2	1	1	['ncbitaxon:3832']
ncbitaxon:458530	132	20	1	2	['ncbitaxon:458531', 'ncbitaxon:2635273']
ncbitaxon:65352	100	9	1	21	['ncbitaxon:330168', 'ncbitaxon:1492200', 'ncbitaxon:155756', 'ncbitaxon:1370083', 'ncbitaxon:761866', 'ncbitaxon:537132', 'ncbitaxon:761865', 'ncbitaxon:450824', 'ncbitaxon:1492260', 'ncbitaxon:71232', 'ncbitaxon:374105', 'ncbitaxon:369002', 'ncbitaxon:71393', 'ncbitaxon:1137569', 'ncbitaxon:1492248', 'ncbitaxon:913017', 'ncbitaxon:910636', 'ncbitaxon:761864', 'ncbitaxon:369001', 'ncbitaxon:489728', 'ncbitaxon:358672']
ncbitaxon:32071	239	25	6	25	['ncbitaxon:292813', 'ncbitaxon:2029220', 'ncbitaxon:78464', 'ncbitaxon:280652', 'ncbitaxon:147940', 'ncbitaxon:745008', 'ncbitaxon:78463', 'ncbitaxon:29642', 'ncbitaxon:78467', 'ncbitaxon:210162', 'ncbitaxon:243998', 'ncbitaxon:1352539', 'ncbitaxon:496881', 'ncbitaxon:169380', 'ncbitaxon:41894', 'ncbitaxon:169376', 'ncbitaxon:449645', 'ncbitaxon:147937', 'ncbitaxon:41962', 'ncbitaxon:41964', 'ncbitaxon:169373', 'ncbitaxon:78457', 'ncbitaxon:169375', 'ncbitaxon:78461', 'ncbitaxon:147945']
ncbitaxon:93847	2	0	0	1	['ncbitaxon:320161']
ncbitaxon:13757	110	16	5	9	['ncbitaxon:97450', 'ncbitaxon:214053', 'ncbitaxon:1471369', 'ncbitaxon:316481', 'ncbitaxon:316491', 'ncbitaxon:97441', 'ncbitaxon:97415', 'ncbitaxon:316493', 'ncbitaxon:316467']
ncbitaxon:173872	3	0	0	1	['ncbitaxon:872886']
ncbitaxon:43718	127	27	2	7	['ncbitaxon:379228', 'ncbitaxon:556957', 'ncbitaxon:151065', 'ncbitaxon:795990', 'ncbitaxon:884372', 'ncbitaxon:569829', 'ncbitaxon:569827']
ncbitaxon:132893	3	2	0	1	['ncbitaxon:132894']
ncbitaxon:39153	95	6	1	1	['ncbitaxon:39279']
ncbitaxon:25607	2	0	0	2	['ncbitaxon:28976', 'ncbitaxon:99816']
ncbitaxon:143177	2	0	0	1	['ncbitaxon:143178']
ncbitaxon:13714	19	1	0	1	['ncbitaxon:13715']
ncbitaxon:239140	118	15	1	3	['ncbitaxon:2736575', 'ncbitaxon:483692', 'ncbitaxon:454324']
ncbitaxon:80424	1	1	0	1	['ncbitaxon:679631']
ncbitaxon:261811	20	6	0	2	['ncbitaxon:125667', 'ncbitaxon:152196']
ncbitaxon:3395	86	10	3	7	['ncbitaxon:3397', 'ncbitaxon:58031', 'ncbitaxon:1115356', 'ncbitaxon:179182', 'ncbitaxon:123604', 'ncbitaxon:1115358', 'ncbitaxon:3396']
ncbitaxon:13378	1	0	1	1	['ncbitaxon:13379']
ncbitaxon:83716	59	43	1	2	['ncbitaxon:105748', 'ncbitaxon:795995']
ncbitaxon:468141	1	0	0	1	['ncbitaxon:468142']
ncbitaxon:79574	1	0	0	1	['ncbitaxon:372752']
ncbitaxon:120746	35	0	0	1	['ncbitaxon:1461600']
ncbitaxon:49139	22	0	0	1	['ncbitaxon:49140']
ncbitaxon:53882	3	0	1	2	['ncbitaxon:66097', 'ncbitaxon:53883']
ncbitaxon:235739	10	6	0	1	['ncbitaxon:1052074']
ncbitaxon:460358	1	0	0	1	['ncbitaxon:460359']
ncbitaxon:1535288	2	0	1	1	['ncbitaxon:307721']
ncbitaxon:255890	1	0	0	1	['ncbitaxon:255891']
ncbitaxon:63074	6	2	0	1	['ncbitaxon:122299']
ncbitaxon:48768	1	0	0	1	['ncbitaxon:61441']
ncbitaxon:72452	25	2	1	3	['ncbitaxon:77055', 'ncbitaxon:688332', 'ncbitaxon:312437']
ncbitaxon:4616	12	1	1	3	['ncbitaxon:4617', 'ncbitaxon:446868', 'ncbitaxon:268484']
ncbitaxon:256814	2	1	0	1	['ncbitaxon:256815']
ncbitaxon:210337	1	0	0	1	['ncbitaxon:1898858']
ncbitaxon:93812	9	0	0	1	['ncbitaxon:93815']
ncbitaxon:223055	6	1	1	1	['ncbitaxon:336127']
ncbitaxon:2201384	41	0	0	1	['ncbitaxon:661363']
ncbitaxon:37412	44	3	0	2	['ncbitaxon:200811', 'ncbitaxon:37413']
ncbitaxon:434676	10	0	1	2	['ncbitaxon:82756', 'ncbitaxon:434679']
ncbitaxon:2135801	150	22	3	5	['ncbitaxon:1045233', 'ncbitaxon:252870', 'ncbitaxon:648859', 'ncbitaxon:2068764', 'ncbitaxon:199627']
ncbitaxon:52502	1	0	0	1	['ncbitaxon:2578047']
ncbitaxon:422362	5	0	0	1	['ncbitaxon:422363']
ncbitaxon:151066	39	4	0	5	['ncbitaxon:151067', 'ncbitaxon:222980', 'ncbitaxon:884417', 'ncbitaxon:1161053', 'ncbitaxon:201003']
ncbitaxon:283112	10	6	1	2	['ncbitaxon:2304668', 'ncbitaxon:566045']
ncbitaxon:165066	8	0	0	2	['ncbitaxon:2516513', 'ncbitaxon:1679351']
ncbitaxon:50495	29	4	3	5	['ncbitaxon:1425330', 'ncbitaxon:50499', 'ncbitaxon:65952', 'ncbitaxon:157092', 'ncbitaxon:157090']
ncbitaxon:325723	2	0	0	1	['ncbitaxon:325726']
ncbitaxon:2304148	11	0	2	2	['ncbitaxon:149356', 'ncbitaxon:149353']
ncbitaxon:32100	227	15	3	6	['ncbitaxon:104587', 'ncbitaxon:32102', 'ncbitaxon:42193', 'ncbitaxon:32101', 'ncbitaxon:104585', 'ncbitaxon:131389']
ncbitaxon:119900	1	1	1	1	['ncbitaxon:119902']
ncbitaxon:316916	6	4	0	1	['ncbitaxon:316917']
ncbitaxon:199375	19	0	0	1	['ncbitaxon:199376']
ncbitaxon:58393	1	0	1	1	['ncbitaxon:60389']
ncbitaxon:41469	81	8	1	8	['ncbitaxon:418274', 'ncbitaxon:418275', 'ncbitaxon:130235', 'ncbitaxon:418280', 'ncbitaxon:418257', 'ncbitaxon:41470', 'ncbitaxon:418270', 'ncbitaxon:418252']
ncbitaxon:50168	75	0	0	1	['ncbitaxon:50169']
ncbitaxon:159938	27	0	0	1	['ncbitaxon:1237123']
ncbitaxon:59022	16	4	0	3	['ncbitaxon:225772', 'ncbitaxon:279460', 'ncbitaxon:208217']
ncbitaxon:41227	162	62	3	17	['ncbitaxon:2485399', 'ncbitaxon:204181', 'ncbitaxon:2485378', 'ncbitaxon:2171728', 'ncbitaxon:2171725', 'ncbitaxon:1476575', 'ncbitaxon:204208', 'ncbitaxon:204187', 'ncbitaxon:2316123', 'ncbitaxon:204210', 'ncbitaxon:1162216', 'ncbitaxon:2171726', 'ncbitaxon:306376', 'ncbitaxon:41228', 'ncbitaxon:1505756', 'ncbitaxon:2485911', 'ncbitaxon:2485371']
ncbitaxon:353918	3	0	0	1	['ncbitaxon:354032']
ncbitaxon:66683	8	0	1	2	['ncbitaxon:66684', 'ncbitaxon:1085697']
ncbitaxon:22042	364	72	6	25	['ncbitaxon:1898874', 'ncbitaxon:344080', 'ncbitaxon:1504449', 'ncbitaxon:656923', 'ncbitaxon:155299', 'ncbitaxon:344079', 'ncbitaxon:384309', 'ncbitaxon:1312819', 'ncbitaxon:453235', 'ncbitaxon:1941426', 'ncbitaxon:1009485', 'ncbitaxon:1987498', 'ncbitaxon:1009487', 'ncbitaxon:384306', 'ncbitaxon:384308', 'ncbitaxon:126736', 'ncbitaxon:155301', 'ncbitaxon:1508051', 'ncbitaxon:88853', 'ncbitaxon:1679436', 'ncbitaxon:136122', 'ncbitaxon:344083', 'ncbitaxon:943095', 'ncbitaxon:29744', 'ncbitaxon:344078']
ncbitaxon:123423	165	20	2	9	['ncbitaxon:1789567', 'ncbitaxon:1471565', 'ncbitaxon:1081508', 'ncbitaxon:490239', 'ncbitaxon:256095', 'ncbitaxon:147190', 'ncbitaxon:489993', 'ncbitaxon:490240', 'ncbitaxon:489987']
ncbitaxon:462206	9	0	0	1	['ncbitaxon:462207']
ncbitaxon:3896	585	111	5	20	['ncbitaxon:200492', 'ncbitaxon:1323965', 'ncbitaxon:76398', 'ncbitaxon:76397', 'ncbitaxon:714503', 'ncbitaxon:149668', 'ncbitaxon:171561', 'ncbitaxon:49841', 'ncbitaxon:49840', 'ncbitaxon:48122', 'ncbitaxon:149669', 'ncbitaxon:70607', 'ncbitaxon:171567', 'ncbitaxon:256637', 'ncbitaxon:1196212', 'ncbitaxon:1151082', 'ncbitaxon:2891946', 'ncbitaxon:49839', 'ncbitaxon:479969', 'ncbitaxon:2603845']
ncbitaxon:427796	2	0	0	1	['ncbitaxon:427798']
ncbitaxon:183010	32	1	0	2	['ncbitaxon:2498008', 'ncbitaxon:183011']
ncbitaxon:36617	5	5	0	1	['ncbitaxon:36618']
ncbitaxon:22027	301	76	2	20	['ncbitaxon:1118764', 'ncbitaxon:136114', 'ncbitaxon:2580227', 'ncbitaxon:1054364', 'ncbitaxon:1345247', 'ncbitaxon:2580221', 'ncbitaxon:1312790', 'ncbitaxon:1237525', 'ncbitaxon:136115', 'ncbitaxon:1345249', 'ncbitaxon:1345245', 'ncbitaxon:2014545', 'ncbitaxon:1345236', 'ncbitaxon:1237526', 'ncbitaxon:1041618', 'ncbitaxon:2259869', 'ncbitaxon:29743', 'ncbitaxon:1312791', 'ncbitaxon:666371', 'ncbitaxon:128609']
ncbitaxon:125689	101	5	0	1	['ncbitaxon:1548596']
ncbitaxon:71361	1	0	0	1	['ncbitaxon:71362']
ncbitaxon:1737102	11	1	2	2	['ncbitaxon:345095', 'ncbitaxon:416090']
ncbitaxon:113471	19	1	0	1	['ncbitaxon:1160581']
ncbitaxon:122949	2	0	0	1	['ncbitaxon:122950']
ncbitaxon:462455	1	0	0	1	['ncbitaxon:462457']
ncbitaxon:128729	100	22	0	4	['ncbitaxon:2213172', 'ncbitaxon:2213173', 'ncbitaxon:128730', 'ncbitaxon:2213174']
ncbitaxon:182332	2	1	0	1	['ncbitaxon:182333']
ncbitaxon:23231	3	0	0	1	['ncbitaxon:32250']
ncbitaxon:76958	395	170	4	11	['ncbitaxon:159034', 'ncbitaxon:159037', 'ncbitaxon:1224757', 'ncbitaxon:159038', 'ncbitaxon:1392232', 'ncbitaxon:1224760', 'ncbitaxon:1224754', 'ncbitaxon:76959', 'ncbitaxon:159036', 'ncbitaxon:1224762', 'ncbitaxon:1224753']
ncbitaxon:3230	67	5	0	5	['ncbitaxon:66997', 'ncbitaxon:65535', 'ncbitaxon:95766', 'ncbitaxon:417132', 'ncbitaxon:259529']
ncbitaxon:56741	71	0	2	9	['ncbitaxon:198695', 'ncbitaxon:502220', 'ncbitaxon:71825', 'ncbitaxon:142855', 'ncbitaxon:56742', 'ncbitaxon:71826', 'ncbitaxon:198691', 'ncbitaxon:160839', 'ncbitaxon:1231189']
ncbitaxon:40890	55	4	1	4	['ncbitaxon:79184', 'ncbitaxon:49576', 'ncbitaxon:79189', 'ncbitaxon:79188']
ncbitaxon:41391	27	0	1	1	['ncbitaxon:41392']
ncbitaxon:176605	18	8	0	1	['ncbitaxon:176606']
ncbitaxon:378862	1	0	0	1	['ncbitaxon:980742']
ncbitaxon:149680	9	1	0	1	['ncbitaxon:1231576']
ncbitaxon:224701	1	0	0	1	['ncbitaxon:224702']
ncbitaxon:90643	11	0	0	2	['ncbitaxon:1580813', 'ncbitaxon:258236']
ncbitaxon:179137	27	0	0	1	['ncbitaxon:179138']
ncbitaxon:194565	35	1	0	3	['ncbitaxon:194566', 'ncbitaxon:1518170', 'ncbitaxon:1518163']
ncbitaxon:39173	187	26	5	9	['ncbitaxon:1224218', 'ncbitaxon:39350', 'ncbitaxon:204147', 'ncbitaxon:1076884', 'ncbitaxon:204098', 'ncbitaxon:204144', 'ncbitaxon:204149', 'ncbitaxon:204218', 'ncbitaxon:204141']
ncbitaxon:52860	240	97	3	53	['ncbitaxon:761102', 'ncbitaxon:761098', 'ncbitaxon:761058', 'ncbitaxon:52861', 'ncbitaxon:761093', 'ncbitaxon:141615', 'ncbitaxon:761076', 'ncbitaxon:403124', 'ncbitaxon:761101', 'ncbitaxon:761103', 'ncbitaxon:761099', 'ncbitaxon:761073', 'ncbitaxon:761062', 'ncbitaxon:761050', 'ncbitaxon:1937622', 'ncbitaxon:761084', 'ncbitaxon:761081', 'ncbitaxon:761074', 'ncbitaxon:761079', 'ncbitaxon:761083', 'ncbitaxon:761070', 'ncbitaxon:761060', 'ncbitaxon:715768', 'ncbitaxon:681492', 'ncbitaxon:761092', 'ncbitaxon:761066', 'ncbitaxon:761071', 'ncbitaxon:761086', 'ncbitaxon:681494', 'ncbitaxon:761055', 'ncbitaxon:761095', 'ncbitaxon:761051', 'ncbitaxon:761186', 'ncbitaxon:761072', 'ncbitaxon:597416', 'ncbitaxon:403123', 'ncbitaxon:761053', 'ncbitaxon:761068', 'ncbitaxon:761056', 'ncbitaxon:761085', 'ncbitaxon:761064', 'ncbitaxon:2563820', 'ncbitaxon:761057', 'ncbitaxon:761088', 'ncbitaxon:1475441', 'ncbitaxon:141538', 'ncbitaxon:761091', 'ncbitaxon:761080', 'ncbitaxon:761067', 'ncbitaxon:1679252', 'ncbitaxon:761075', 'ncbitaxon:761054', 'ncbitaxon:403125']
ncbitaxon:290938	13	5	0	1	['ncbitaxon:556960']
ncbitaxon:165492	7	3	0	1	['ncbitaxon:584762']
ncbitaxon:341012	11	0	0	3	['ncbitaxon:2662151', 'ncbitaxon:461542', 'ncbitaxon:341013']
ncbitaxon:81743	37	6	0	2	['ncbitaxon:81745', 'ncbitaxon:480435']
ncbitaxon:71038	38	6	0	2	['ncbitaxon:217578', 'ncbitaxon:72914']
ncbitaxon:429501	55	1	1	1	['ncbitaxon:429502']
ncbitaxon:1745021	7	1	0	1	['ncbitaxon:1745022']
ncbitaxon:170507	1	1	0	1	['ncbitaxon:2010879']
ncbitaxon:126357	14	0	1	1	['ncbitaxon:126358']
ncbitaxon:141576	1	0	0	1	['ncbitaxon:1258703']
ncbitaxon:43496	8	3	1	1	['ncbitaxon:681445']
ncbitaxon:867468	18	0	0	3	['ncbitaxon:867469', 'ncbitaxon:867471', 'ncbitaxon:867470']
ncbitaxon:61508	441	64	15	31	['ncbitaxon:452456', 'ncbitaxon:580473', 'ncbitaxon:488007', 'ncbitaxon:457184', 'ncbitaxon:430754', 'ncbitaxon:487993', 'ncbitaxon:668956', 'ncbitaxon:46901', 'ncbitaxon:96455', 'ncbitaxon:487996', 'ncbitaxon:137688', 'ncbitaxon:467334', 'ncbitaxon:1155347', 'ncbitaxon:467606', 'ncbitaxon:488013', 'ncbitaxon:580470', 'ncbitaxon:371028', 'ncbitaxon:61509', 'ncbitaxon:471708', 'ncbitaxon:137687', 'ncbitaxon:452460', 'ncbitaxon:54804', 'ncbitaxon:46789', 'ncbitaxon:137685', 'ncbitaxon:452457', 'ncbitaxon:116757', 'ncbitaxon:488015', 'ncbitaxon:488003', 'ncbitaxon:487989', 'ncbitaxon:488004', 'ncbitaxon:254780']
ncbitaxon:2912038	87	0	0	1	['ncbitaxon:1770161']
ncbitaxon:59672	5	0	0	1	['ncbitaxon:59673']
ncbitaxon:3904	443	51	6	49	['ncbitaxon:1276853', 'ncbitaxon:3908', 'ncbitaxon:347189', 'ncbitaxon:1527538', 'ncbitaxon:3905', 'ncbitaxon:200966', 'ncbitaxon:3912', 'ncbitaxon:200967', 'ncbitaxon:1276809', 'ncbitaxon:153961', 'ncbitaxon:1527540', 'ncbitaxon:154497', 'ncbitaxon:47765', 'ncbitaxon:154495', 'ncbitaxon:1276816', 'ncbitaxon:200970', 'ncbitaxon:347188', 'ncbitaxon:154498', 'ncbitaxon:153950', 'ncbitaxon:298729', 'ncbitaxon:1276824', 'ncbitaxon:233247', 'ncbitaxon:1042217', 'ncbitaxon:173235', 'ncbitaxon:3911', 'ncbitaxon:3910', 'ncbitaxon:1042225', 'ncbitaxon:287754', 'ncbitaxon:287755', 'ncbitaxon:200969', 'ncbitaxon:84681', 'ncbitaxon:298727', 'ncbitaxon:650620', 'ncbitaxon:1276822', 'ncbitaxon:29753', 'ncbitaxon:154499', 'ncbitaxon:1053407', 'ncbitaxon:85131', 'ncbitaxon:1276849', 'ncbitaxon:153962', 'ncbitaxon:153960', 'ncbitaxon:1276845', 'ncbitaxon:1527548', 'ncbitaxon:1276805', 'ncbitaxon:3906', 'ncbitaxon:1276840', 'ncbitaxon:347192', 'ncbitaxon:233249', 'ncbitaxon:754109']
ncbitaxon:145744	37	3	2	4	['ncbitaxon:446324', 'ncbitaxon:446322', 'ncbitaxon:446321', 'ncbitaxon:145745']
ncbitaxon:109153	17	2	0	3	['ncbitaxon:109154', 'ncbitaxon:180538', 'ncbitaxon:192845']
ncbitaxon:92905	27	2	1	4	['ncbitaxon:1664119', 'ncbitaxon:196703', 'ncbitaxon:324586', 'ncbitaxon:92906']
ncbitaxon:110669	3	0	0	1	['ncbitaxon:156131']
ncbitaxon:1231669	5	1	0	1	['ncbitaxon:1231670']
ncbitaxon:58381	14	4	0	2	['ncbitaxon:2072289', 'ncbitaxon:1525326']
ncbitaxon:3445	245	15	7	24	['ncbitaxon:376254', 'ncbitaxon:286898', 'ncbitaxon:2036009', 'ncbitaxon:147633', 'ncbitaxon:168837', 'ncbitaxon:376246', 'ncbitaxon:147635', 'ncbitaxon:286923', 'ncbitaxon:286862', 'ncbitaxon:529701', 'ncbitaxon:22903', 'ncbitaxon:3447', 'ncbitaxon:286982', 'ncbitaxon:35930', 'ncbitaxon:568534', 'ncbitaxon:286917', 'ncbitaxon:74828', 'ncbitaxon:235900', 'ncbitaxon:286874', 'ncbitaxon:137665', 'ncbitaxon:568530', 'ncbitaxon:376251', 'ncbitaxon:286964', 'ncbitaxon:286994']
ncbitaxon:178711	58	1	0	1	['ncbitaxon:178713']
ncbitaxon:111850	27	2	0	2	['ncbitaxon:111851', 'ncbitaxon:126911']
ncbitaxon:59059	1	0	0	1	['ncbitaxon:255005']
ncbitaxon:334155	29	1	0	1	['ncbitaxon:334156']
ncbitaxon:252532	33	0	0	1	['ncbitaxon:252533']
ncbitaxon:198780	35	1	0	1	['ncbitaxon:198781']
ncbitaxon:4044	250	62	1	1	['ncbitaxon:4045']
ncbitaxon:268879	130	5	0	8	['ncbitaxon:268881', 'ncbitaxon:1405040', 'ncbitaxon:1405033', 'ncbitaxon:1405049', 'ncbitaxon:1405045', 'ncbitaxon:980665', 'ncbitaxon:1405036', 'ncbitaxon:980664']
ncbitaxon:99436	8	0	1	1	['ncbitaxon:99438']
ncbitaxon:16055	627	45	5	20	['ncbitaxon:209093', 'ncbitaxon:414790', 'ncbitaxon:209091', 'ncbitaxon:205937', 'ncbitaxon:209086', 'ncbitaxon:28480', 'ncbitaxon:180140', 'ncbitaxon:209096', 'ncbitaxon:1234279', 'ncbitaxon:209099', 'ncbitaxon:414788', 'ncbitaxon:414784', 'ncbitaxon:1697109', 'ncbitaxon:209103', 'ncbitaxon:223245', 'ncbitaxon:209098', 'ncbitaxon:573716', 'ncbitaxon:164437', 'ncbitaxon:82223', 'ncbitaxon:112538']
ncbitaxon:461644	17	1	1	2	['ncbitaxon:461645', 'ncbitaxon:461646']
ncbitaxon:155635	86	4	1	4	['ncbitaxon:155636', 'ncbitaxon:179994', 'ncbitaxon:587578', 'ncbitaxon:587577']
ncbitaxon:317058	4	0	0	1	['ncbitaxon:317059']
ncbitaxon:35905	124	4	0	10	['ncbitaxon:651545', 'ncbitaxon:463731', 'ncbitaxon:450832', 'ncbitaxon:1403457', 'ncbitaxon:1403484', 'ncbitaxon:225357', 'ncbitaxon:651544', 'ncbitaxon:1054363', 'ncbitaxon:60359', 'ncbitaxon:1403486']
ncbitaxon:992422	1	0	0	1	['ncbitaxon:202648']
ncbitaxon:210343	5	4	1	2	['ncbitaxon:210344', 'ncbitaxon:703396']
ncbitaxon:97735	157	14	1	2	['ncbitaxon:105370', 'ncbitaxon:97736']
ncbitaxon:79407	8	3	1	2	['ncbitaxon:79408', 'ncbitaxon:79409']
ncbitaxon:426927	1	0	0	1	['ncbitaxon:426928']
ncbitaxon:3766	181	8	5	9	['ncbitaxon:3767', 'ncbitaxon:309349', 'ncbitaxon:436086', 'ncbitaxon:470525', 'ncbitaxon:23211', 'ncbitaxon:225117', 'ncbitaxon:36597', 'ncbitaxon:356590', 'ncbitaxon:2720245']
ncbitaxon:1125161	6	0	0	2	['ncbitaxon:202629', 'ncbitaxon:1465296']
ncbitaxon:75638	2	0	0	1	['ncbitaxon:145833']
ncbitaxon:65056	10	7	0	2	['ncbitaxon:1405209', 'ncbitaxon:65057']
ncbitaxon:81748	14	7	0	4	['ncbitaxon:928200', 'ncbitaxon:208120', 'ncbitaxon:81749', 'ncbitaxon:208119']
ncbitaxon:47644	18	4	1	1	['ncbitaxon:47091']
ncbitaxon:3044	75	4	2	5	['ncbitaxon:3047', 'ncbitaxon:3048', 'ncbitaxon:3046', 'ncbitaxon:38272', 'ncbitaxon:257627']
ncbitaxon:162868	3	0	0	1	['ncbitaxon:162869']
ncbitaxon:373121	132	5	2	5	['ncbitaxon:554535', 'ncbitaxon:2571305', 'ncbitaxon:419289', 'ncbitaxon:373122', 'ncbitaxon:475885']
ncbitaxon:176608	158	18	1	12	['ncbitaxon:619257', 'ncbitaxon:619231', 'ncbitaxon:183048', 'ncbitaxon:176609', 'ncbitaxon:185171', 'ncbitaxon:619240', 'ncbitaxon:619237', 'ncbitaxon:185174', 'ncbitaxon:619254', 'ncbitaxon:579917', 'ncbitaxon:619244', 'ncbitaxon:619243']
ncbitaxon:68528	212	9	0	12	['ncbitaxon:1764320', 'ncbitaxon:1764321', 'ncbitaxon:1764325', 'ncbitaxon:1764351', 'ncbitaxon:1226050', 'ncbitaxon:1764335', 'ncbitaxon:1764340', 'ncbitaxon:1764345', 'ncbitaxon:1764338', 'ncbitaxon:1226053', 'ncbitaxon:1764326', 'ncbitaxon:1764342']
ncbitaxon:283086	91	10	4	6	['ncbitaxon:577023', 'ncbitaxon:577015', 'ncbitaxon:577020', 'ncbitaxon:577025', 'ncbitaxon:283087', 'ncbitaxon:319147']
ncbitaxon:4391	178	17	1	1	['ncbitaxon:4392']
