family	# chemicals	# family specific chemicals	# med plants	# plants in fam	plants in fam
ncbitaxon:16718	370	67	6	6	['ncbitaxon:16719', 'ncbitaxon:91213', 'ncbitaxon:224355', 'ncbitaxon:91218', 'ncbitaxon:91214', 'ncbitaxon:51240']
ncbitaxon:153159	3	0	0	1	['ncbitaxon:153168']
ncbitaxon:82236	91	14	2	10	['ncbitaxon:267271', 'ncbitaxon:272140', 'ncbitaxon:1306909', 'ncbitaxon:82237', 'ncbitaxon:152838', 'ncbitaxon:317644', 'ncbitaxon:108053', 'ncbitaxon:205936', 'ncbitaxon:228395', 'ncbitaxon:112568']
ncbitaxon:3387	499	48	8	30	['ncbitaxon:302007', 'ncbitaxon:45077', 'ncbitaxon:39583', 'ncbitaxon:45091', 'ncbitaxon:191309', 'ncbitaxon:289842', 'ncbitaxon:3391', 'ncbitaxon:173279', 'ncbitaxon:288824', 'ncbitaxon:257426', 'ncbitaxon:34344', 'ncbitaxon:3389', 'ncbitaxon:173280', 'ncbitaxon:173277', 'ncbitaxon:173278', 'ncbitaxon:33152', 'ncbitaxon:191304', 'ncbitaxon:224737', 'ncbitaxon:42328', 'ncbitaxon:41991', 'ncbitaxon:288835', 'ncbitaxon:3390', 'ncbitaxon:3388', 'ncbitaxon:302008', 'ncbitaxon:257425', 'ncbitaxon:288836', 'ncbitaxon:66172', 'ncbitaxon:191310', 'ncbitaxon:302006', 'ncbitaxon:157595']
ncbitaxon:82217	22	2	0	3	['ncbitaxon:527044', 'ncbitaxon:527043', 'ncbitaxon:379211']
ncbitaxon:640078	8	5	0	2	['ncbitaxon:387051', 'ncbitaxon:296969']
ncbitaxon:41544	48	6	0	10	['ncbitaxon:64998', 'ncbitaxon:1284455', 'ncbitaxon:64991', 'ncbitaxon:41545', 'ncbitaxon:64995', 'ncbitaxon:65000', 'ncbitaxon:41546', 'ncbitaxon:1505755', 'ncbitaxon:65001', 'ncbitaxon:65003']
ncbitaxon:15745	23	3	1	1	['ncbitaxon:29695']
ncbitaxon:142183	4	0	0	2	['ncbitaxon:2516486', 'ncbitaxon:142184']
ncbitaxon:13404	3	1	0	2	['ncbitaxon:13405', 'ncbitaxon:75586']
ncbitaxon:92908	35	0	0	5	['ncbitaxon:143191', 'ncbitaxon:254673', 'ncbitaxon:525927', 'ncbitaxon:254681', 'ncbitaxon:254686']
ncbitaxon:179681	224	45	1	3	['ncbitaxon:2054263', 'ncbitaxon:241838', 'ncbitaxon:179682']
ncbitaxon:122541	127	24	1	6	['ncbitaxon:379641', 'ncbitaxon:1885128', 'ncbitaxon:379638', 'ncbitaxon:1385653', 'ncbitaxon:1885115', 'ncbitaxon:212690']
ncbitaxon:87007	75	21	2	6	['ncbitaxon:180561', 'ncbitaxon:242170', 'ncbitaxon:1161150', 'ncbitaxon:180067', 'ncbitaxon:596816', 'ncbitaxon:105904']
ncbitaxon:4557	61	8	2	3	['ncbitaxon:4558', 'ncbitaxon:4560', 'ncbitaxon:91525']
ncbitaxon:106676	42	6	2	3	['ncbitaxon:106677', 'ncbitaxon:280013', 'ncbitaxon:55262']
ncbitaxon:31311	1	0	0	1	['ncbitaxon:344402']
ncbitaxon:3321	125	36	3	3	['ncbitaxon:93692', 'ncbitaxon:3322', 'ncbitaxon:123597']
ncbitaxon:161021	1	0	0	1	['ncbitaxon:161022']
ncbitaxon:72903	14	1	0	1	['ncbitaxon:72904']
ncbitaxon:247501	1	0	1	1	['ncbitaxon:3074']
ncbitaxon:15437	12	4	1	1	['ncbitaxon:28909']
ncbitaxon:656355	4	1	0	1	['ncbitaxon:656356']
ncbitaxon:112572	8	0	0	1	['ncbitaxon:82229']
ncbitaxon:4520	68	3	3	4	['ncbitaxon:4606', 'ncbitaxon:4522', 'ncbitaxon:34176', 'ncbitaxon:4521']
ncbitaxon:149438	14	3	0	5	['ncbitaxon:149439', 'ncbitaxon:170375', 'ncbitaxon:170376', 'ncbitaxon:149440', 'ncbitaxon:170381']
ncbitaxon:127984	48	0	0	2	['ncbitaxon:1721052', 'ncbitaxon:127985']
ncbitaxon:83688	5	0	0	1	['ncbitaxon:83689']
ncbitaxon:386152	1	0	0	1	['ncbitaxon:386153']
ncbitaxon:251260	224	53	1	7	['ncbitaxon:460780', 'ncbitaxon:128685', 'ncbitaxon:1981911', 'ncbitaxon:337467', 'ncbitaxon:325535', 'ncbitaxon:337466', 'ncbitaxon:460783']
ncbitaxon:4459	27	14	2	2	['ncbitaxon:4460', 'ncbitaxon:199218']
ncbitaxon:63026	6	0	0	1	['ncbitaxon:669776']
ncbitaxon:259380	39	12	2	3	['ncbitaxon:1194991', 'ncbitaxon:290922', 'ncbitaxon:259381']
ncbitaxon:149625	4	1	0	4	['ncbitaxon:1295186', 'ncbitaxon:149626', 'ncbitaxon:1186078', 'ncbitaxon:1079071']
ncbitaxon:41574	230	56	3	11	['ncbitaxon:91279', 'ncbitaxon:71044', 'ncbitaxon:91263', 'ncbitaxon:91276', 'ncbitaxon:1211466', 'ncbitaxon:1611304', 'ncbitaxon:72930', 'ncbitaxon:72917', 'ncbitaxon:91248', 'ncbitaxon:244311', 'ncbitaxon:1205734']
ncbitaxon:151223	40	1	0	2	['ncbitaxon:1665486', 'ncbitaxon:151224']
ncbitaxon:553685	14	12	1	2	['ncbitaxon:1645773', 'ncbitaxon:1645775']
ncbitaxon:64117	41	6	1	1	['ncbitaxon:64118']
ncbitaxon:1042147	22	0	0	1	['ncbitaxon:53003']
ncbitaxon:133265	2	0	0	1	['ncbitaxon:133266']
ncbitaxon:4015	187	24	3	15	['ncbitaxon:80299', 'ncbitaxon:80326', 'ncbitaxon:80323', 'ncbitaxon:80313', 'ncbitaxon:80279', 'ncbitaxon:4016', 'ncbitaxon:797596', 'ncbitaxon:80319', 'ncbitaxon:80325', 'ncbitaxon:80329', 'ncbitaxon:80278', 'ncbitaxon:318968', 'ncbitaxon:80317', 'ncbitaxon:300214', 'ncbitaxon:80281']
ncbitaxon:3573	181	55	6	41	['ncbitaxon:42036', 'ncbitaxon:1309628', 'ncbitaxon:39858', 'ncbitaxon:417333', 'ncbitaxon:1873857', 'ncbitaxon:3575', 'ncbitaxon:1937743', 'ncbitaxon:1937749', 'ncbitaxon:663359', 'ncbitaxon:1390722', 'ncbitaxon:39894', 'ncbitaxon:39870', 'ncbitaxon:1390714', 'ncbitaxon:2082040', 'ncbitaxon:1137874', 'ncbitaxon:42038', 'ncbitaxon:42034', 'ncbitaxon:37657', 'ncbitaxon:39866', 'ncbitaxon:39917', 'ncbitaxon:39912', 'ncbitaxon:155648', 'ncbitaxon:39913', 'ncbitaxon:663358', 'ncbitaxon:39879', 'ncbitaxon:39855', 'ncbitaxon:411984', 'ncbitaxon:54822', 'ncbitaxon:1309619', 'ncbitaxon:39921', 'ncbitaxon:1080098', 'ncbitaxon:54818', 'ncbitaxon:39891', 'ncbitaxon:335148', 'ncbitaxon:42043', 'ncbitaxon:42037', 'ncbitaxon:2777124', 'ncbitaxon:490730', 'ncbitaxon:403542', 'ncbitaxon:39887', 'ncbitaxon:1045115']
ncbitaxon:148670	47	4	2	2	['ncbitaxon:148671', 'ncbitaxon:1268258']
ncbitaxon:126747	159	49	4	17	['ncbitaxon:185069', 'ncbitaxon:126774', 'ncbitaxon:185080', 'ncbitaxon:492005', 'ncbitaxon:2029230', 'ncbitaxon:335289', 'ncbitaxon:698326', 'ncbitaxon:1740881', 'ncbitaxon:157409', 'ncbitaxon:228708', 'ncbitaxon:228709', 'ncbitaxon:1740896', 'ncbitaxon:2171542', 'ncbitaxon:137761', 'ncbitaxon:185024', 'ncbitaxon:228707', 'ncbitaxon:765270']
ncbitaxon:138854	5	4	3	4	['ncbitaxon:140574', 'ncbitaxon:140414', 'ncbitaxon:378437', 'ncbitaxon:138855']
ncbitaxon:316724	26	5	0	1	['ncbitaxon:316725']
ncbitaxon:3554	253	15	1	4	['ncbitaxon:65139', 'ncbitaxon:3555', 'ncbitaxon:161934', 'ncbitaxon:19767']
ncbitaxon:225809	6	1	0	1	['ncbitaxon:230704']
ncbitaxon:296846	63	10	0	3	['ncbitaxon:1603724', 'ncbitaxon:453234', 'ncbitaxon:296847']
ncbitaxon:356288	2	0	0	1	['ncbitaxon:1842771']
ncbitaxon:41487	687	140	1	59	['ncbitaxon:1654446', 'ncbitaxon:2707431', 'ncbitaxon:2707395', 'ncbitaxon:1654448', 'ncbitaxon:2707473', 'ncbitaxon:2707510', 'ncbitaxon:573714', 'ncbitaxon:72900', 'ncbitaxon:2707846', 'ncbitaxon:2707824', 'ncbitaxon:427666', 'ncbitaxon:1715999', 'ncbitaxon:2707827', 'ncbitaxon:2042367', 'ncbitaxon:2528738', 'ncbitaxon:1715998', 'ncbitaxon:1573918', 'ncbitaxon:2707505', 'ncbitaxon:1654445', 'ncbitaxon:2707843', 'ncbitaxon:2707461', 'ncbitaxon:1926966', 'ncbitaxon:2707489', 'ncbitaxon:2707820', 'ncbitaxon:2707424', 'ncbitaxon:2707438', 'ncbitaxon:2707400', 'ncbitaxon:2707841', 'ncbitaxon:2707464', 'ncbitaxon:2707831', 'ncbitaxon:1654447', 'ncbitaxon:2707381', 'ncbitaxon:1486033', 'ncbitaxon:2603409', 'ncbitaxon:2707508', 'ncbitaxon:2707512', 'ncbitaxon:2707466', 'ncbitaxon:2707368', 'ncbitaxon:2707939', 'ncbitaxon:2707514', 'ncbitaxon:2707432', 'ncbitaxon:2707406', 'ncbitaxon:876365', 'ncbitaxon:2707421', 'ncbitaxon:2707840', 'ncbitaxon:2707393', 'ncbitaxon:2707479', 'ncbitaxon:1620022', 'ncbitaxon:2707402', 'ncbitaxon:2707836', 'ncbitaxon:41488', 'ncbitaxon:2321251', 'ncbitaxon:2707380', 'ncbitaxon:2707517', 'ncbitaxon:114187', 'ncbitaxon:1123534', 'ncbitaxon:381979', 'ncbitaxon:2707426', 'ncbitaxon:2707522']
ncbitaxon:354061	14	2	1	1	['ncbitaxon:354063']
ncbitaxon:24680	22	3	0	3	['ncbitaxon:310467', 'ncbitaxon:1385971', 'ncbitaxon:33123']
ncbitaxon:71056	156	16	0	4	['ncbitaxon:1573925', 'ncbitaxon:72941', 'ncbitaxon:1873152', 'ncbitaxon:427640']
ncbitaxon:133564	2	1	0	1	['ncbitaxon:133565']
ncbitaxon:98871	2	0	0	2	['ncbitaxon:1402821', 'ncbitaxon:178437']
ncbitaxon:82712	2	0	1	2	['ncbitaxon:84883', 'ncbitaxon:82713']
ncbitaxon:41493	12	0	0	1	['ncbitaxon:41494']
ncbitaxon:141001	1	0	0	1	['ncbitaxon:141002']
ncbitaxon:382028	2	0	0	1	['ncbitaxon:147775']
ncbitaxon:260605	22	1	1	5	['ncbitaxon:332451', 'ncbitaxon:332455', 'ncbitaxon:260606', 'ncbitaxon:332453', 'ncbitaxon:332450']
ncbitaxon:1745116	11	0	0	1	['ncbitaxon:1745117']
ncbitaxon:213598	14	2	1	2	['ncbitaxon:386151', 'ncbitaxon:387127']
ncbitaxon:197433	2	0	0	1	['ncbitaxon:197437']
ncbitaxon:125662	2	0	0	1	['ncbitaxon:125663']
ncbitaxon:43515	3	2	1	1	['ncbitaxon:2601245']
ncbitaxon:176603	2	2	0	1	['ncbitaxon:185158']
ncbitaxon:107361	4	3	1	1	['ncbitaxon:107362']
ncbitaxon:166981	104	39	3	13	['ncbitaxon:166987', 'ncbitaxon:167007', 'ncbitaxon:167005', 'ncbitaxon:166991', 'ncbitaxon:166992', 'ncbitaxon:166994', 'ncbitaxon:166995', 'ncbitaxon:166993', 'ncbitaxon:166990', 'ncbitaxon:166983', 'ncbitaxon:167004', 'ncbitaxon:166989', 'ncbitaxon:166988']
ncbitaxon:575869	3	2	0	1	['ncbitaxon:575870']
ncbitaxon:3929	145	2	2	6	['ncbitaxon:312566', 'ncbitaxon:35942', 'ncbitaxon:312572', 'ncbitaxon:312560', 'ncbitaxon:376207', 'ncbitaxon:931241']
ncbitaxon:52845	9	0	1	1	['ncbitaxon:52846']
ncbitaxon:23273	11	0	0	1	['ncbitaxon:29775']
ncbitaxon:66635	50	8	4	4	['ncbitaxon:66636', 'ncbitaxon:108398', 'ncbitaxon:108399', 'ncbitaxon:108400']
ncbitaxon:48772	27	13	0	5	['ncbitaxon:1245235', 'ncbitaxon:1245227', 'ncbitaxon:48773', 'ncbitaxon:1492685', 'ncbitaxon:1245228']
ncbitaxon:46406	35	6	1	6	['ncbitaxon:150529', 'ncbitaxon:150522', 'ncbitaxon:150515', 'ncbitaxon:1368828', 'ncbitaxon:50308', 'ncbitaxon:150539']
ncbitaxon:39241	502	89	14	33	['ncbitaxon:676131', 'ncbitaxon:149059', 'ncbitaxon:1460258', 'ncbitaxon:149060', 'ncbitaxon:166614', 'ncbitaxon:137132', 'ncbitaxon:2545991', 'ncbitaxon:137887', 'ncbitaxon:50785', 'ncbitaxon:137129', 'ncbitaxon:559637', 'ncbitaxon:137130', 'ncbitaxon:2831648', 'ncbitaxon:148628', 'ncbitaxon:39380', 'ncbitaxon:1460259', 'ncbitaxon:137131', 'ncbitaxon:39379', 'ncbitaxon:166616', 'ncbitaxon:1414465', 'ncbitaxon:84923', 'ncbitaxon:137888', 'ncbitaxon:166613', 'ncbitaxon:363517', 'ncbitaxon:166611', 'ncbitaxon:166617', 'ncbitaxon:166623', 'ncbitaxon:559635', 'ncbitaxon:137889', 'ncbitaxon:137891', 'ncbitaxon:148627', 'ncbitaxon:266086', 'ncbitaxon:363513']
ncbitaxon:98022	4	0	0	1	['ncbitaxon:98023']
ncbitaxon:235765	1	1	0	1	['ncbitaxon:1249052']
ncbitaxon:54435	20	3	1	3	['ncbitaxon:2029228', 'ncbitaxon:367485', 'ncbitaxon:54436']
ncbitaxon:100502	253	81	1	4	['ncbitaxon:100505', 'ncbitaxon:100510', 'ncbitaxon:100506', 'ncbitaxon:100504']
ncbitaxon:41393	206	26	4	7	['ncbitaxon:54469', 'ncbitaxon:336939', 'ncbitaxon:1037421', 'ncbitaxon:2185217', 'ncbitaxon:1548303', 'ncbitaxon:1401048', 'ncbitaxon:2767533']
ncbitaxon:56527	171	41	1	9	['ncbitaxon:1548572', 'ncbitaxon:1548571', 'ncbitaxon:1548564', 'ncbitaxon:1548569', 'ncbitaxon:1548583', 'ncbitaxon:56528', 'ncbitaxon:1548584', 'ncbitaxon:1548567', 'ncbitaxon:1548582']
ncbitaxon:149664	8	1	1	2	['ncbitaxon:1079076', 'ncbitaxon:149665']
ncbitaxon:41400	5	2	0	1	['ncbitaxon:41401']
ncbitaxon:324584	3	0	0	1	['ncbitaxon:324585']
ncbitaxon:494674	34	2	0	1	['ncbitaxon:540063']
ncbitaxon:76948	18	0	0	1	['ncbitaxon:76949']
ncbitaxon:56532	2	0	0	1	['ncbitaxon:56533']
ncbitaxon:99657	53	30	1	1	['ncbitaxon:99658']
ncbitaxon:40020	1	0	0	1	['ncbitaxon:216177']
ncbitaxon:174494	12	0	0	1	['ncbitaxon:174495']
ncbitaxon:49542	3	0	0	2	['ncbitaxon:221314', 'ncbitaxon:221328']
ncbitaxon:386145	1	0	0	1	['ncbitaxon:386146']
ncbitaxon:16923	3	0	0	1	['ncbitaxon:16924']
ncbitaxon:182992	16	2	0	3	['ncbitaxon:244147', 'ncbitaxon:243764', 'ncbitaxon:183306']
ncbitaxon:67246	30	2	0	2	['ncbitaxon:67247', 'ncbitaxon:171833']
ncbitaxon:59329	21	0	0	3	['ncbitaxon:882724', 'ncbitaxon:145932', 'ncbitaxon:59330']
ncbitaxon:54884	1	0	0	1	['ncbitaxon:140906']
ncbitaxon:58978	1	0	0	2	['ncbitaxon:58979', 'ncbitaxon:152755']
ncbitaxon:313508	25	25	0	1	['ncbitaxon:1660275']
ncbitaxon:210341	2	0	0	1	['ncbitaxon:210342']
ncbitaxon:3982	205	13	1	1	['ncbitaxon:3983']
ncbitaxon:138873	40	6	0	1	['ncbitaxon:140420']
ncbitaxon:295145	229	21	1	25	['ncbitaxon:295158', 'ncbitaxon:402552', 'ncbitaxon:295189', 'ncbitaxon:295154', 'ncbitaxon:295193', 'ncbitaxon:343271', 'ncbitaxon:295160', 'ncbitaxon:295164', 'ncbitaxon:343291', 'ncbitaxon:295179', 'ncbitaxon:295159', 'ncbitaxon:295194', 'ncbitaxon:295187', 'ncbitaxon:402560', 'ncbitaxon:295162', 'ncbitaxon:295174', 'ncbitaxon:343270', 'ncbitaxon:402568', 'ncbitaxon:295167', 'ncbitaxon:402570', 'ncbitaxon:295157', 'ncbitaxon:343280', 'ncbitaxon:295178', 'ncbitaxon:343284', 'ncbitaxon:402569']
ncbitaxon:53828	20	8	1	1	['ncbitaxon:53829']
ncbitaxon:13422	245	63	4	11	['ncbitaxon:147000', 'ncbitaxon:147003', 'ncbitaxon:1478180', 'ncbitaxon:146996', 'ncbitaxon:344871', 'ncbitaxon:413248', 'ncbitaxon:344872', 'ncbitaxon:146995', 'ncbitaxon:41568', 'ncbitaxon:413250', 'ncbitaxon:146998']
ncbitaxon:168548	1	0	0	1	['ncbitaxon:168549']
ncbitaxon:282214	48	2	1	7	['ncbitaxon:589816', 'ncbitaxon:99028', 'ncbitaxon:158232', 'ncbitaxon:589831', 'ncbitaxon:589814', 'ncbitaxon:589812', 'ncbitaxon:589839']
ncbitaxon:188318	27	0	0	1	['ncbitaxon:188319']
ncbitaxon:63467	19	2	0	2	['ncbitaxon:63468', 'ncbitaxon:413276']
ncbitaxon:56997	1	0	0	1	['ncbitaxon:56998']
ncbitaxon:1136779	117	0	0	1	['ncbitaxon:1136780']
ncbitaxon:3932	1134	135	10	113	['ncbitaxon:452572', 'ncbitaxon:183845', 'ncbitaxon:1711433', 'ncbitaxon:87673', 'ncbitaxon:424439', 'ncbitaxon:155760', 'ncbitaxon:1711601', 'ncbitaxon:1711389', 'ncbitaxon:87679', 'ncbitaxon:1711146', 'ncbitaxon:592793', 'ncbitaxon:1711342', 'ncbitaxon:87674', 'ncbitaxon:1711136', 'ncbitaxon:1711329', 'ncbitaxon:1711188', 'ncbitaxon:183848', 'ncbitaxon:1711306', 'ncbitaxon:1711543', 'ncbitaxon:183808', 'ncbitaxon:1711254', 'ncbitaxon:1234623', 'ncbitaxon:627158', 'ncbitaxon:1711436', 'ncbitaxon:183809', 'ncbitaxon:1711131', 'ncbitaxon:1226037', 'ncbitaxon:1711585', 'ncbitaxon:1711536', 'ncbitaxon:1711459', 'ncbitaxon:183838', 'ncbitaxon:1711331', 'ncbitaxon:34318', 'ncbitaxon:71139', 'ncbitaxon:1711566', 'ncbitaxon:1226038', 'ncbitaxon:183847', 'ncbitaxon:87687', 'ncbitaxon:1711432', 'ncbitaxon:1711310', 'ncbitaxon:1711545', 'ncbitaxon:1711189', 'ncbitaxon:1711506', 'ncbitaxon:1711301', 'ncbitaxon:34317', 'ncbitaxon:87686', 'ncbitaxon:1711490', 'ncbitaxon:183859', 'ncbitaxon:468242', 'ncbitaxon:1341233', 'ncbitaxon:795992', 'ncbitaxon:1711236', 'ncbitaxon:424436', 'ncbitaxon:106642', 'ncbitaxon:338543', 'ncbitaxon:166933', 'ncbitaxon:1191477', 'ncbitaxon:87681', 'ncbitaxon:1282669', 'ncbitaxon:99019', 'ncbitaxon:1711195', 'ncbitaxon:1711209', 'ncbitaxon:183855', 'ncbitaxon:452822', 'ncbitaxon:183814', 'ncbitaxon:87669', 'ncbitaxon:87684', 'ncbitaxon:229548', 'ncbitaxon:1711162', 'ncbitaxon:34315', 'ncbitaxon:1711216', 'ncbitaxon:608815', 'ncbitaxon:795993', 'ncbitaxon:1711142', 'ncbitaxon:1711242', 'ncbitaxon:71272', 'ncbitaxon:1711273', 'ncbitaxon:452569', 'ncbitaxon:1711222', 'ncbitaxon:183818', 'ncbitaxon:34320', 'ncbitaxon:1130977', 'ncbitaxon:713921', 'ncbitaxon:33130', 'ncbitaxon:1711447', 'ncbitaxon:1711401', 'ncbitaxon:1711250', 'ncbitaxon:87682', 'ncbitaxon:1711314', 'ncbitaxon:3933', 'ncbitaxon:1711149', 'ncbitaxon:370640', 'ncbitaxon:1711246', 'ncbitaxon:453218', 'ncbitaxon:338533', 'ncbitaxon:87688', 'ncbitaxon:1711523', 'ncbitaxon:155764', 'ncbitaxon:87692', 'ncbitaxon:1541731', 'ncbitaxon:1711287', 'ncbitaxon:155762', 'ncbitaxon:1711139', 'ncbitaxon:87685', 'ncbitaxon:34316', 'ncbitaxon:881203', 'ncbitaxon:2660570', 'ncbitaxon:87671', 'ncbitaxon:1711173', 'ncbitaxon:1711398', 'ncbitaxon:87665', 'ncbitaxon:424433', 'ncbitaxon:1050819']
ncbitaxon:193302	38	0	0	1	['ncbitaxon:193303']
ncbitaxon:49599	4	2	0	2	['ncbitaxon:1697937', 'ncbitaxon:49600']
ncbitaxon:316843	29	1	1	1	['ncbitaxon:316844']
ncbitaxon:23234	155	42	2	11	['ncbitaxon:667133', 'ncbitaxon:268493', 'ncbitaxon:657406', 'ncbitaxon:657408', 'ncbitaxon:657405', 'ncbitaxon:23235', 'ncbitaxon:657396', 'ncbitaxon:657401', 'ncbitaxon:670073', 'ncbitaxon:657399', 'ncbitaxon:1277852']
ncbitaxon:4721	18	2	1	1	['ncbitaxon:4722']
ncbitaxon:49647	263	49	6	27	['ncbitaxon:159011', 'ncbitaxon:184994', 'ncbitaxon:170924', 'ncbitaxon:175059', 'ncbitaxon:170927', 'ncbitaxon:184991', 'ncbitaxon:152139', 'ncbitaxon:487793', 'ncbitaxon:175105', 'ncbitaxon:159015', 'ncbitaxon:184173', 'ncbitaxon:486447', 'ncbitaxon:170922', 'ncbitaxon:170926', 'ncbitaxon:175042', 'ncbitaxon:175055', 'ncbitaxon:49649', 'ncbitaxon:184182', 'ncbitaxon:159004', 'ncbitaxon:184181', 'ncbitaxon:166116', 'ncbitaxon:175074', 'ncbitaxon:166118', 'ncbitaxon:133892', 'ncbitaxon:59983', 'ncbitaxon:184183', 'ncbitaxon:175104']
ncbitaxon:434665	24	1	0	2	['ncbitaxon:434668', 'ncbitaxon:434666']
ncbitaxon:109583	2	2	0	1	['ncbitaxon:109584']
ncbitaxon:53858	1	0	0	1	['ncbitaxon:53859']
ncbitaxon:59177	19	4	1	1	['ncbitaxon:59178']
ncbitaxon:2731549	106	21	0	1	['ncbitaxon:1679374']
ncbitaxon:1001122	2	0	0	1	['ncbitaxon:223064']
ncbitaxon:56518	11	4	1	1	['ncbitaxon:56519']
ncbitaxon:40339	40	15	0	2	['ncbitaxon:70144', 'ncbitaxon:40340']
ncbitaxon:40953	6	3	0	1	['ncbitaxon:40954']
ncbitaxon:159069	9	2	1	1	['ncbitaxon:159070']
ncbitaxon:54432	2	0	0	1	['ncbitaxon:54433']
ncbitaxon:83153	54	2	1	4	['ncbitaxon:267516', 'ncbitaxon:83154', 'ncbitaxon:267517', 'ncbitaxon:267505']
ncbitaxon:37823	15	5	0	1	['ncbitaxon:310862']
ncbitaxon:1288022	123	34	2	6	['ncbitaxon:393541', 'ncbitaxon:2364052', 'ncbitaxon:429707', 'ncbitaxon:429701', 'ncbitaxon:429696', 'ncbitaxon:429699']
ncbitaxon:3106	19	0	0	1	['ncbitaxon:3107']
ncbitaxon:3328	569	92	7	21	['ncbitaxon:308680', 'ncbitaxon:123602', 'ncbitaxon:224734', 'ncbitaxon:130208', 'ncbitaxon:3334', 'ncbitaxon:3332', 'ncbitaxon:67779', 'ncbitaxon:3331', 'ncbitaxon:100117', 'ncbitaxon:162307', 'ncbitaxon:3333', 'ncbitaxon:93926', 'ncbitaxon:67778', 'ncbitaxon:130206', 'ncbitaxon:369397', 'ncbitaxon:3329', 'ncbitaxon:3330', 'ncbitaxon:130203', 'ncbitaxon:3335', 'ncbitaxon:130227', 'ncbitaxon:331118']
ncbitaxon:379131	29	0	0	1	['ncbitaxon:462574']
ncbitaxon:128736	26	5	2	3	['ncbitaxon:128806', 'ncbitaxon:128805', 'ncbitaxon:128807']
ncbitaxon:204130	1458	808	6	59	['ncbitaxon:2494286', 'ncbitaxon:662924', 'ncbitaxon:662921', 'ncbitaxon:986866', 'ncbitaxon:662903', 'ncbitaxon:587669', 'ncbitaxon:2494293', 'ncbitaxon:662932', 'ncbitaxon:1504645', 'ncbitaxon:425910', 'ncbitaxon:2494289', 'ncbitaxon:1504656', 'ncbitaxon:980662', 'ncbitaxon:550456', 'ncbitaxon:662919', 'ncbitaxon:705303', 'ncbitaxon:2494288', 'ncbitaxon:204131', 'ncbitaxon:662902', 'ncbitaxon:204134', 'ncbitaxon:2494283', 'ncbitaxon:2494290', 'ncbitaxon:662916', 'ncbitaxon:204136', 'ncbitaxon:1237717', 'ncbitaxon:662923', 'ncbitaxon:680380', 'ncbitaxon:1504644', 'ncbitaxon:662928', 'ncbitaxon:662912', 'ncbitaxon:662930', 'ncbitaxon:662917', 'ncbitaxon:662910', 'ncbitaxon:662927', 'ncbitaxon:662914', 'ncbitaxon:680379', 'ncbitaxon:986861', 'ncbitaxon:550458', 'ncbitaxon:662925', 'ncbitaxon:550457', 'ncbitaxon:662913', 'ncbitaxon:662918', 'ncbitaxon:662904', 'ncbitaxon:425909', 'ncbitaxon:1813208', 'ncbitaxon:425908', 'ncbitaxon:662911', 'ncbitaxon:204133', 'ncbitaxon:662909', 'ncbitaxon:199544', 'ncbitaxon:662920', 'ncbitaxon:1504649', 'ncbitaxon:662931', 'ncbitaxon:986860', 'ncbitaxon:2494282', 'ncbitaxon:662907', 'ncbitaxon:1504648', 'ncbitaxon:204135', 'ncbitaxon:662906']
ncbitaxon:241914	1	0	0	1	['ncbitaxon:241916']
ncbitaxon:58461	25	2	1	2	['ncbitaxon:1008962', 'ncbitaxon:2708928']
ncbitaxon:67443	6	2	0	2	['ncbitaxon:526859', 'ncbitaxon:212398']
ncbitaxon:123476	41	4	1	1	['ncbitaxon:123477']
ncbitaxon:51443	16	10	0	1	['ncbitaxon:244021']
ncbitaxon:24674	121	23	0	5	['ncbitaxon:33122', 'ncbitaxon:360636', 'ncbitaxon:360629', 'ncbitaxon:360633', 'ncbitaxon:360628']
ncbitaxon:43908	104	23	0	3	['ncbitaxon:485821', 'ncbitaxon:155638', 'ncbitaxon:155637']
ncbitaxon:52138	10	0	1	1	['ncbitaxon:52139']
ncbitaxon:195119	135	5	1	1	['ncbitaxon:195120']
ncbitaxon:22293	58	15	1	2	['ncbitaxon:22294', 'ncbitaxon:132897']
ncbitaxon:210333	195	89	1	5	['ncbitaxon:459138', 'ncbitaxon:210334', 'ncbitaxon:459139', 'ncbitaxon:459140', 'ncbitaxon:459137']
ncbitaxon:41552	152	44	2	8	['ncbitaxon:2490659', 'ncbitaxon:741633', 'ncbitaxon:91241', 'ncbitaxon:1196513', 'ncbitaxon:741638', 'ncbitaxon:72919', 'ncbitaxon:91242', 'ncbitaxon:212787']
ncbitaxon:3961	1	1	0	1	['ncbitaxon:142764']
ncbitaxon:27050	2	0	0	1	['ncbitaxon:32256']
ncbitaxon:58440	41	17	1	3	['ncbitaxon:1547788', 'ncbitaxon:1547794', 'ncbitaxon:1378008']
ncbitaxon:113422	61	0	0	2	['ncbitaxon:131385', 'ncbitaxon:113423']
ncbitaxon:352794	10	0	0	2	['ncbitaxon:446056', 'ncbitaxon:446055']
ncbitaxon:1075367	3	0	0	1	['ncbitaxon:1075368']
ncbitaxon:68549	126	40	4	5	['ncbitaxon:159056', 'ncbitaxon:159057', 'ncbitaxon:68550', 'ncbitaxon:1224771', 'ncbitaxon:159058']
ncbitaxon:13420	119	10	1	5	['ncbitaxon:287012', 'ncbitaxon:1745037', 'ncbitaxon:1745036', 'ncbitaxon:2576583', 'ncbitaxon:103745']
