family	# chemicals	# family specific chemicals	# med plants	# plants in fam	plants in fam
ncbitaxon:4660	6	1	1	1	['ncbitaxon:255355']
ncbitaxon:984489	156	18	1	1	['ncbitaxon:56917']
ncbitaxon:85174	135	5	1	6	['ncbitaxon:113247', 'ncbitaxon:85230', 'ncbitaxon:377272', 'ncbitaxon:1167259', 'ncbitaxon:23250', 'ncbitaxon:377273']
ncbitaxon:19373	10	5	0	2	['ncbitaxon:28529', 'ncbitaxon:19375']
ncbitaxon:41878	2	0	0	2	['ncbitaxon:41886', 'ncbitaxon:41880']
ncbitaxon:620909	38	0	0	1	['ncbitaxon:764827']
ncbitaxon:41218	389	71	3	48	['ncbitaxon:13445', 'ncbitaxon:1094121', 'ncbitaxon:1094111', 'ncbitaxon:475825', 'ncbitaxon:225803', 'ncbitaxon:214817', 'ncbitaxon:1208301', 'ncbitaxon:1094049', 'ncbitaxon:481258', 'ncbitaxon:1094094', 'ncbitaxon:191653', 'ncbitaxon:225779', 'ncbitaxon:225813', 'ncbitaxon:45005', 'ncbitaxon:1094124', 'ncbitaxon:1094115', 'ncbitaxon:1094086', 'ncbitaxon:1094127', 'ncbitaxon:1094085', 'ncbitaxon:714466', 'ncbitaxon:1792146', 'ncbitaxon:244022', 'ncbitaxon:481257', 'ncbitaxon:475834', 'ncbitaxon:1094113', 'ncbitaxon:1094128', 'ncbitaxon:217492', 'ncbitaxon:280460', 'ncbitaxon:225786', 'ncbitaxon:177062', 'ncbitaxon:1094039', 'ncbitaxon:1094069', 'ncbitaxon:1094087', 'ncbitaxon:1094123', 'ncbitaxon:225807', 'ncbitaxon:225772', 'ncbitaxon:225824', 'ncbitaxon:225796', 'ncbitaxon:208217', 'ncbitaxon:1094118', 'ncbitaxon:1747441', 'ncbitaxon:1094064', 'ncbitaxon:279460', 'ncbitaxon:1094043', 'ncbitaxon:225785', 'ncbitaxon:41220', 'ncbitaxon:230704', 'ncbitaxon:225784']
ncbitaxon:44974	9	1	0	1	['ncbitaxon:44976']
ncbitaxon:4289	80	17	1	6	['ncbitaxon:16925', 'ncbitaxon:16924', 'ncbitaxon:561372', 'ncbitaxon:17515', 'ncbitaxon:4292', 'ncbitaxon:16922']
ncbitaxon:39024	11	6	0	4	['ncbitaxon:1940469', 'ncbitaxon:139850', 'ncbitaxon:269546', 'ncbitaxon:39026']
ncbitaxon:23066	158	21	4	11	['ncbitaxon:23283', 'ncbitaxon:78511', 'ncbitaxon:175219', 'ncbitaxon:175201', 'ncbitaxon:175228', 'ncbitaxon:134913', 'ncbitaxon:1435565', 'ncbitaxon:175197', 'ncbitaxon:175237', 'ncbitaxon:135518', 'ncbitaxon:208501']
ncbitaxon:91830	4	1	0	4	['ncbitaxon:96938', 'ncbitaxon:1009483', 'ncbitaxon:1609873', 'ncbitaxon:23081']
ncbitaxon:21561	25	8	0	2	['ncbitaxon:28973', 'ncbitaxon:42439']
ncbitaxon:22788	379	74	5	13	['ncbitaxon:13331', 'ncbitaxon:41780', 'ncbitaxon:2731871', 'ncbitaxon:161262', 'ncbitaxon:161261', 'ncbitaxon:161269', 'ncbitaxon:41782', 'ncbitaxon:161271', 'ncbitaxon:41788', 'ncbitaxon:41786', 'ncbitaxon:155132', 'ncbitaxon:41784', 'ncbitaxon:50506']
ncbitaxon:1561074	2	0	0	1	['ncbitaxon:111108']
ncbitaxon:233881	44	6	0	6	['ncbitaxon:212329', 'ncbitaxon:1639866', 'ncbitaxon:289651', 'ncbitaxon:112813', 'ncbitaxon:124829', 'ncbitaxon:256815']
ncbitaxon:984539	21	19	0	3	['ncbitaxon:537837', 'ncbitaxon:2488991', 'ncbitaxon:248336']
ncbitaxon:703407	13	0	0	2	['ncbitaxon:384563', 'ncbitaxon:442941']
ncbitaxon:1003255	252	51	7	11	['ncbitaxon:50172', 'ncbitaxon:3970', 'ncbitaxon:159976', 'ncbitaxon:3969', 'ncbitaxon:104251', 'ncbitaxon:3972', 'ncbitaxon:1248969', 'ncbitaxon:136769', 'ncbitaxon:1874191', 'ncbitaxon:136774', 'ncbitaxon:136762']
ncbitaxon:1131839	90	23	0	11	['ncbitaxon:402105', 'ncbitaxon:248326', 'ncbitaxon:264786', 'ncbitaxon:248346', 'ncbitaxon:248322', 'ncbitaxon:264783', 'ncbitaxon:1331087', 'ncbitaxon:264780', 'ncbitaxon:209806', 'ncbitaxon:209798', 'ncbitaxon:402098']
ncbitaxon:3542	368	16	8	17	['ncbitaxon:215926', 'ncbitaxon:3544', 'ncbitaxon:2602777', 'ncbitaxon:323196', 'ncbitaxon:3548', 'ncbitaxon:107607', 'ncbitaxon:90527', 'ncbitaxon:215966', 'ncbitaxon:221166', 'ncbitaxon:215991', 'ncbitaxon:323199', 'ncbitaxon:45318', 'ncbitaxon:1053334', 'ncbitaxon:359632', 'ncbitaxon:188838', 'ncbitaxon:379215', 'ncbitaxon:216016']
ncbitaxon:24966	4320	1148	70	358	['ncbitaxon:60087', 'ncbitaxon:1233871', 'ncbitaxon:85726', 'ncbitaxon:60140', 'ncbitaxon:1475012', 'ncbitaxon:462684', 'ncbitaxon:497234', 'ncbitaxon:358831', 'ncbitaxon:49383', 'ncbitaxon:2516542', 'ncbitaxon:336032', 'ncbitaxon:29802', 'ncbitaxon:96277', 'ncbitaxon:60145', 'ncbitaxon:170036', 'ncbitaxon:497229', 'ncbitaxon:1054363', 'ncbitaxon:136915', 'ncbitaxon:60058', 'ncbitaxon:170022', 'ncbitaxon:258755', 'ncbitaxon:1403484', 'ncbitaxon:136894', 'ncbitaxon:1620150', 'ncbitaxon:387051', 'ncbitaxon:1237419', 'ncbitaxon:170351', 'ncbitaxon:1442760', 'ncbitaxon:1609879', 'ncbitaxon:273781', 'ncbitaxon:268745', 'ncbitaxon:29797', 'ncbitaxon:349135', 'ncbitaxon:1233747', 'ncbitaxon:659046', 'ncbitaxon:2708958', 'ncbitaxon:489897', 'ncbitaxon:128445', 'ncbitaxon:2622643', 'ncbitaxon:1547837', 'ncbitaxon:358832', 'ncbitaxon:870205', 'ncbitaxon:2072285', 'ncbitaxon:1317839', 'ncbitaxon:83576', 'ncbitaxon:1489769', 'ncbitaxon:651544', 'ncbitaxon:1531356', 'ncbitaxon:60359', 'ncbitaxon:153762', 'ncbitaxon:640129', 'ncbitaxon:591754', 'ncbitaxon:1233748', 'ncbitaxon:529865', 'ncbitaxon:170029', 'ncbitaxon:2163385', 'ncbitaxon:1547794', 'ncbitaxon:2635540', 'ncbitaxon:339301', 'ncbitaxon:60376', 'ncbitaxon:1357586', 'ncbitaxon:591742', 'ncbitaxon:1008966', 'ncbitaxon:43446', 'ncbitaxon:170026', 'ncbitaxon:110690', 'ncbitaxon:462683', 'ncbitaxon:2559971', 'ncbitaxon:655181', 'ncbitaxon:1237791', 'ncbitaxon:499957', 'ncbitaxon:1650721', 'ncbitaxon:203050', 'ncbitaxon:2495819', 'ncbitaxon:170042', 'ncbitaxon:170070', 'ncbitaxon:497280', 'ncbitaxon:128314', 'ncbitaxon:165063', 'ncbitaxon:49391', 'ncbitaxon:136891', 'ncbitaxon:450832', 'ncbitaxon:2495812', 'ncbitaxon:353862', 'ncbitaxon:1533066', 'ncbitaxon:1679351', 'ncbitaxon:367362', 'ncbitaxon:308929', 'ncbitaxon:1277320', 'ncbitaxon:170073', 'ncbitaxon:266091', 'ncbitaxon:254777', 'ncbitaxon:60103', 'ncbitaxon:715723', 'ncbitaxon:153742', 'ncbitaxon:136898', 'ncbitaxon:1891678', 'ncbitaxon:353880', 'ncbitaxon:128316', 'ncbitaxon:1009495', 'ncbitaxon:43537', 'ncbitaxon:1406743', 'ncbitaxon:61937', 'ncbitaxon:96266', 'ncbitaxon:58446', 'ncbitaxon:203073', 'ncbitaxon:29783', 'ncbitaxon:58380', 'ncbitaxon:35899', 'ncbitaxon:497265', 'ncbitaxon:170349', 'ncbitaxon:1008962', 'ncbitaxon:1623652', 'ncbitaxon:1229796', 'ncbitaxon:258757', 'ncbitaxon:77895', 'ncbitaxon:85718', 'ncbitaxon:60105', 'ncbitaxon:1623613', 'ncbitaxon:43575', 'ncbitaxon:309446', 'ncbitaxon:367364', 'ncbitaxon:114490', 'ncbitaxon:225357', 'ncbitaxon:1277858', 'ncbitaxon:136659', 'ncbitaxon:339291', 'ncbitaxon:1341723', 'ncbitaxon:1489657', 'ncbitaxon:170061', 'ncbitaxon:1650718', 'ncbitaxon:88193', 'ncbitaxon:336043', 'ncbitaxon:60395', 'ncbitaxon:2601245', 'ncbitaxon:1842740', 'ncbitaxon:29801', 'ncbitaxon:266089', 'ncbitaxon:1237590', 'ncbitaxon:35901', 'ncbitaxon:1231253', 'ncbitaxon:459582', 'ncbitaxon:13443', 'ncbitaxon:85728', 'ncbitaxon:2662166', 'ncbitaxon:2708928', 'ncbitaxon:43487', 'ncbitaxon:2100675', 'ncbitaxon:61939', 'ncbitaxon:114476', 'ncbitaxon:43485', 'ncbitaxon:60356', 'ncbitaxon:35915', 'ncbitaxon:49380', 'ncbitaxon:2072271', 'ncbitaxon:2721620', 'ncbitaxon:1233749', 'ncbitaxon:96253', 'ncbitaxon:170024', 'ncbitaxon:541087', 'ncbitaxon:715722', 'ncbitaxon:271243', 'ncbitaxon:1442754', 'ncbitaxon:170031', 'ncbitaxon:339321', 'ncbitaxon:29793', 'ncbitaxon:271242', 'ncbitaxon:1588807', 'ncbitaxon:58425', 'ncbitaxon:768888', 'ncbitaxon:296940', 'ncbitaxon:1531355', 'ncbitaxon:1277318', 'ncbitaxon:462690', 'ncbitaxon:28527', 'ncbitaxon:2743308', 'ncbitaxon:675710', 'ncbitaxon:169638', 'ncbitaxon:50278', 'ncbitaxon:128313', 'ncbitaxon:60230', 'ncbitaxon:659048', 'ncbitaxon:1570962', 'ncbitaxon:59211', 'ncbitaxon:58486', 'ncbitaxon:1475013', 'ncbitaxon:681445', 'ncbitaxon:165014', 'ncbitaxon:497275', 'ncbitaxon:60050', 'ncbitaxon:2708921', 'ncbitaxon:2072289', 'ncbitaxon:60082', 'ncbitaxon:2491924', 'ncbitaxon:35917', 'ncbitaxon:96273', 'ncbitaxon:284589', 'ncbitaxon:86994', 'ncbitaxon:77867', 'ncbitaxon:273807', 'ncbitaxon:1525326', 'ncbitaxon:1050062', 'ncbitaxon:462682', 'ncbitaxon:2559972', 'ncbitaxon:114473', 'ncbitaxon:254027', 'ncbitaxon:1571008', 'ncbitaxon:49373', 'ncbitaxon:659040', 'ncbitaxon:440685', 'ncbitaxon:49377', 'ncbitaxon:170182', 'ncbitaxon:43522', 'ncbitaxon:296969', 'ncbitaxon:715712', 'ncbitaxon:29786', 'ncbitaxon:60044', 'ncbitaxon:1442761', 'ncbitaxon:43501', 'ncbitaxon:387060', 'ncbitaxon:29798', 'ncbitaxon:43503', 'ncbitaxon:1233751', 'ncbitaxon:29787', 'ncbitaxon:271254', 'ncbitaxon:484842', 'ncbitaxon:136670', 'ncbitaxon:715653', 'ncbitaxon:651545', 'ncbitaxon:273784', 'ncbitaxon:2676109', 'ncbitaxon:58378', 'ncbitaxon:84956', 'ncbitaxon:371154', 'ncbitaxon:58481', 'ncbitaxon:58504', 'ncbitaxon:1623657', 'ncbitaxon:1547788', 'ncbitaxon:714514', 'ncbitaxon:1045351', 'ncbitaxon:768867', 'ncbitaxon:114480', 'ncbitaxon:591727', 'ncbitaxon:49369', 'ncbitaxon:1233750', 'ncbitaxon:77866', 'ncbitaxon:1378008', 'ncbitaxon:189196', 'ncbitaxon:271247', 'ncbitaxon:164504', 'ncbitaxon:1403457', 'ncbitaxon:564779', 'ncbitaxon:297540', 'ncbitaxon:980682', 'ncbitaxon:1240870', 'ncbitaxon:1129518', 'ncbitaxon:659027', 'ncbitaxon:58421', 'ncbitaxon:77896', 'ncbitaxon:339904', 'ncbitaxon:367363', 'ncbitaxon:73951', 'ncbitaxon:715652', 'ncbitaxon:43536', 'ncbitaxon:1623620', 'ncbitaxon:43555', 'ncbitaxon:336042', 'ncbitaxon:77880', 'ncbitaxon:58508', 'ncbitaxon:170023', 'ncbitaxon:1489763', 'ncbitaxon:2321275', 'ncbitaxon:339910', 'ncbitaxon:170185', 'ncbitaxon:387071', 'ncbitaxon:1045352', 'ncbitaxon:1357587', 'ncbitaxon:1043500', 'ncbitaxon:1277303', 'ncbitaxon:25385', 'ncbitaxon:2516513', 'ncbitaxon:128375', 'ncbitaxon:339298', 'ncbitaxon:128292', 'ncbitaxon:1009329', 'ncbitaxon:715731', 'ncbitaxon:2163390', 'ncbitaxon:659038', 'ncbitaxon:180038', 'ncbitaxon:339941', 'ncbitaxon:58455', 'ncbitaxon:49371', 'ncbitaxon:1905583', 'ncbitaxon:136663', 'ncbitaxon:1133513', 'ncbitaxon:509950', 'ncbitaxon:1085515', 'ncbitaxon:1840405', 'ncbitaxon:378937', 'ncbitaxon:170354', 'ncbitaxon:714513', 'ncbitaxon:1905575', 'ncbitaxon:49381', 'ncbitaxon:463731', 'ncbitaxon:1277330', 'ncbitaxon:43461', 'ncbitaxon:659053', 'ncbitaxon:2662159', 'ncbitaxon:169620', 'ncbitaxon:640128', 'ncbitaxon:792603', 'ncbitaxon:170033', 'ncbitaxon:49376', 'ncbitaxon:43573', 'ncbitaxon:180030', 'ncbitaxon:586330', 'ncbitaxon:462689', 'ncbitaxon:462873', 'ncbitaxon:43526', 'ncbitaxon:128280', 'ncbitaxon:60056', 'ncbitaxon:49372', 'ncbitaxon:58453', 'ncbitaxon:170035', 'ncbitaxon:170018', 'ncbitaxon:170040', 'ncbitaxon:164500', 'ncbitaxon:499984', 'ncbitaxon:85719', 'ncbitaxon:58460', 'ncbitaxon:1008960', 'ncbitaxon:29788', 'ncbitaxon:29785', 'ncbitaxon:2022332', 'ncbitaxon:714512', 'ncbitaxon:339305', 'ncbitaxon:157934', 'ncbitaxon:659044', 'ncbitaxon:58388', 'ncbitaxon:49390', 'ncbitaxon:387020', 'ncbitaxon:1712818', 'ncbitaxon:29803', 'ncbitaxon:336048', 'ncbitaxon:43495', 'ncbitaxon:1288015', 'ncbitaxon:659066', 'ncbitaxon:1045991', 'ncbitaxon:1623629', 'ncbitaxon:187337', 'ncbitaxon:2163377', 'ncbitaxon:60389', 'ncbitaxon:170183', 'ncbitaxon:1403486', 'ncbitaxon:2708874', 'ncbitaxon:58385', 'ncbitaxon:128352', 'ncbitaxon:43493']
ncbitaxon:3298	117	2	1	12	['ncbitaxon:41994', 'ncbitaxon:520099', 'ncbitaxon:179072', 'ncbitaxon:115877', 'ncbitaxon:3300', 'ncbitaxon:58033', 'ncbitaxon:34343', 'ncbitaxon:182489', 'ncbitaxon:520102', 'ncbitaxon:1115353', 'ncbitaxon:520098', 'ncbitaxon:179189']
ncbitaxon:3127	11	7	0	3	['ncbitaxon:575870', 'ncbitaxon:325651', 'ncbitaxon:381411']
ncbitaxon:3043	75	4	2	5	['ncbitaxon:38272', 'ncbitaxon:3048', 'ncbitaxon:3046', 'ncbitaxon:257627', 'ncbitaxon:3047']
ncbitaxon:41972	239	25	6	26	['ncbitaxon:1352539', 'ncbitaxon:147940', 'ncbitaxon:29642', 'ncbitaxon:210162', 'ncbitaxon:147937', 'ncbitaxon:449645', 'ncbitaxon:147939', 'ncbitaxon:169376', 'ncbitaxon:169375', 'ncbitaxon:147945', 'ncbitaxon:243998', 'ncbitaxon:496881', 'ncbitaxon:41894', 'ncbitaxon:78463', 'ncbitaxon:78467', 'ncbitaxon:280652', 'ncbitaxon:745008', 'ncbitaxon:78457', 'ncbitaxon:169373', 'ncbitaxon:78461', 'ncbitaxon:41962', 'ncbitaxon:78464', 'ncbitaxon:2029220', 'ncbitaxon:41964', 'ncbitaxon:292813', 'ncbitaxon:169380']
ncbitaxon:22298	4	1	0	1	['ncbitaxon:13483']
ncbitaxon:139835	80	42	0	11	['ncbitaxon:280841', 'ncbitaxon:399160', 'ncbitaxon:1068535', 'ncbitaxon:399159', 'ncbitaxon:1068530', 'ncbitaxon:1068588', 'ncbitaxon:588660', 'ncbitaxon:588659', 'ncbitaxon:399158', 'ncbitaxon:139838', 'ncbitaxon:1494991']
ncbitaxon:3394	86	10	3	7	['ncbitaxon:3396', 'ncbitaxon:179182', 'ncbitaxon:123604', 'ncbitaxon:58031', 'ncbitaxon:1115356', 'ncbitaxon:3397', 'ncbitaxon:1115358']
ncbitaxon:3608	1036	294	27	87	['ncbitaxon:280013', 'ncbitaxon:262935', 'ncbitaxon:1630247', 'ncbitaxon:1489967', 'ncbitaxon:73702', 'ncbitaxon:345815', 'ncbitaxon:2690205', 'ncbitaxon:106683', 'ncbitaxon:157914', 'ncbitaxon:714518', 'ncbitaxon:106720', 'ncbitaxon:1390085', 'ncbitaxon:1465291', 'ncbitaxon:106681', 'ncbitaxon:106704', 'ncbitaxon:264981', 'ncbitaxon:1158817', 'ncbitaxon:280017', 'ncbitaxon:106658', 'ncbitaxon:1237853', 'ncbitaxon:1136837', 'ncbitaxon:48247', 'ncbitaxon:1577577', 'ncbitaxon:74494', 'ncbitaxon:1312767', 'ncbitaxon:860326', 'ncbitaxon:210357', 'ncbitaxon:106710', 'ncbitaxon:55262', 'ncbitaxon:105902', 'ncbitaxon:72169', 'ncbitaxon:345800', 'ncbitaxon:280016', 'ncbitaxon:326968', 'ncbitaxon:106664', 'ncbitaxon:262930', 'ncbitaxon:262931', 'ncbitaxon:1604819', 'ncbitaxon:2501689', 'ncbitaxon:325294', 'ncbitaxon:280025', 'ncbitaxon:3610', 'ncbitaxon:280023', 'ncbitaxon:140582', 'ncbitaxon:1813053', 'ncbitaxon:1630248', 'ncbitaxon:1226760', 'ncbitaxon:72168', 'ncbitaxon:262932', 'ncbitaxon:99292', 'ncbitaxon:106689', 'ncbitaxon:54778', 'ncbitaxon:106693', 'ncbitaxon:1226761', 'ncbitaxon:1441791', 'ncbitaxon:1813207', 'ncbitaxon:106677', 'ncbitaxon:1630242', 'ncbitaxon:1502681', 'ncbitaxon:1603822', 'ncbitaxon:1813078', 'ncbitaxon:210383', 'ncbitaxon:498071', 'ncbitaxon:108868', 'ncbitaxon:992650', 'ncbitaxon:262929', 'ncbitaxon:345811', 'ncbitaxon:345801', 'ncbitaxon:106660', 'ncbitaxon:1812989', 'ncbitaxon:345810', 'ncbitaxon:1082498', 'ncbitaxon:1312768', 'ncbitaxon:345809', 'ncbitaxon:54782', 'ncbitaxon:72166', 'ncbitaxon:54785', 'ncbitaxon:1819798', 'ncbitaxon:280014', 'ncbitaxon:32209', 'ncbitaxon:478035', 'ncbitaxon:280022', 'ncbitaxon:1813065', 'ncbitaxon:1451284', 'ncbitaxon:48244', 'ncbitaxon:345802', 'ncbitaxon:3613']
ncbitaxon:61129	6	0	0	1	['ncbitaxon:2708713']
ncbitaxon:4613	273	21	3	22	['ncbitaxon:4615', 'ncbitaxon:1093669', 'ncbitaxon:49883', 'ncbitaxon:106453', 'ncbitaxon:2707095', 'ncbitaxon:588385', 'ncbitaxon:49490', 'ncbitaxon:326767', 'ncbitaxon:326797', 'ncbitaxon:326801', 'ncbitaxon:1904306', 'ncbitaxon:268484', 'ncbitaxon:4617', 'ncbitaxon:2014383', 'ncbitaxon:622460', 'ncbitaxon:446900', 'ncbitaxon:220113', 'ncbitaxon:333353', 'ncbitaxon:49541', 'ncbitaxon:446868', 'ncbitaxon:2086496', 'ncbitaxon:106429']
ncbitaxon:139846	14	4	0	1	['ncbitaxon:255962']
ncbitaxon:629714	1542	495	20	99	['ncbitaxon:271749', 'ncbitaxon:1136978', 'ncbitaxon:1136982', 'ncbitaxon:198795', 'ncbitaxon:684760', 'ncbitaxon:269015', 'ncbitaxon:2516474', 'ncbitaxon:269018', 'ncbitaxon:401011', 'ncbitaxon:1341029', 'ncbitaxon:282551', 'ncbitaxon:1136989', 'ncbitaxon:1137036', 'ncbitaxon:1321321', 'ncbitaxon:1321359', 'ncbitaxon:1137007', 'ncbitaxon:282557', 'ncbitaxon:1390553', 'ncbitaxon:999598', 'ncbitaxon:673938', 'ncbitaxon:1321357', 'ncbitaxon:1321360', 'ncbitaxon:999599', 'ncbitaxon:673926', 'ncbitaxon:1136967', 'ncbitaxon:1692142', 'ncbitaxon:2306224', 'ncbitaxon:626748', 'ncbitaxon:268994', 'ncbitaxon:1137013', 'ncbitaxon:140968', 'ncbitaxon:2704497', 'ncbitaxon:673933', 'ncbitaxon:999590', 'ncbitaxon:1136997', 'ncbitaxon:212239', 'ncbitaxon:673929', 'ncbitaxon:2704500', 'ncbitaxon:1137008', 'ncbitaxon:1321328', 'ncbitaxon:55963', 'ncbitaxon:999591', 'ncbitaxon:282561', 'ncbitaxon:282533', 'ncbitaxon:282553', 'ncbitaxon:268992', 'ncbitaxon:257780', 'ncbitaxon:282556', 'ncbitaxon:626749', 'ncbitaxon:1137046', 'ncbitaxon:626746', 'ncbitaxon:1053357', 'ncbitaxon:673923', 'ncbitaxon:269001', 'ncbitaxon:1137009', 'ncbitaxon:269002', 'ncbitaxon:708052', 'ncbitaxon:271748', 'ncbitaxon:282558', 'ncbitaxon:198761', 'ncbitaxon:65561', 'ncbitaxon:673927', 'ncbitaxon:268979', 'ncbitaxon:282539', 'ncbitaxon:269017', 'ncbitaxon:1348480', 'ncbitaxon:451067', 'ncbitaxon:271750', 'ncbitaxon:268990', 'ncbitaxon:1137022', 'ncbitaxon:999574', 'ncbitaxon:1137030', 'ncbitaxon:1043417', 'ncbitaxon:1812055', 'ncbitaxon:999597', 'ncbitaxon:268996', 'ncbitaxon:210378', 'ncbitaxon:673928', 'ncbitaxon:268978', 'ncbitaxon:872022', 'ncbitaxon:198768', 'ncbitaxon:1053355', 'ncbitaxon:1136984', 'ncbitaxon:673922', 'ncbitaxon:1341051', 'ncbitaxon:1137045', 'ncbitaxon:1136992', 'ncbitaxon:860794', 'ncbitaxon:1341022', 'ncbitaxon:268984', 'ncbitaxon:282542', 'ncbitaxon:228412', 'ncbitaxon:999612', 'ncbitaxon:673934', 'ncbitaxon:673930', 'ncbitaxon:673932', 'ncbitaxon:269006', 'ncbitaxon:1137017', 'ncbitaxon:282549']
ncbitaxon:32084	314	43	3	17	['ncbitaxon:131389', 'ncbitaxon:32093', 'ncbitaxon:2747882', 'ncbitaxon:32101', 'ncbitaxon:872621', 'ncbitaxon:42193', 'ncbitaxon:32150', 'ncbitaxon:872622', 'ncbitaxon:872515', 'ncbitaxon:529617', 'ncbitaxon:104585', 'ncbitaxon:872619', 'ncbitaxon:104587', 'ncbitaxon:749682', 'ncbitaxon:32097', 'ncbitaxon:449865', 'ncbitaxon:32102']
ncbitaxon:4033	126	33	7	14	['ncbitaxon:53809', 'ncbitaxon:245264', 'ncbitaxon:245205', 'ncbitaxon:1898900', 'ncbitaxon:53812', 'ncbitaxon:212256', 'ncbitaxon:53810', 'ncbitaxon:50475', 'ncbitaxon:245262', 'ncbitaxon:574678', 'ncbitaxon:341461', 'ncbitaxon:1132070', 'ncbitaxon:28974', 'ncbitaxon:519208']
ncbitaxon:28466	97	0	0	2	['ncbitaxon:53007', 'ncbitaxon:53008']
ncbitaxon:35461	83	19	5	10	['ncbitaxon:3078', 'ncbitaxon:3072', 'ncbitaxon:3111', 'ncbitaxon:3074', 'ncbitaxon:1962113', 'ncbitaxon:95581', 'ncbitaxon:1236197', 'ncbitaxon:3077', 'ncbitaxon:3076', 'ncbitaxon:3079']
