family	# chemicals	# family specific chemicals	# med plants	# plants in fam	plants in fam
ncbitaxon:57708	43	13	0	2	['ncbitaxon:92224', 'ncbitaxon:4304']
ncbitaxon:139826	82	33	0	6	['ncbitaxon:402628', 'ncbitaxon:693685', 'ncbitaxon:280827', 'ncbitaxon:53015', 'ncbitaxon:644122', 'ncbitaxon:334151']
ncbitaxon:3417	120	36	3	11	['ncbitaxon:529607', 'ncbitaxon:585483', 'ncbitaxon:132899', 'ncbitaxon:585481', 'ncbitaxon:22294', 'ncbitaxon:132897', 'ncbitaxon:132898', 'ncbitaxon:3419', 'ncbitaxon:3420', 'ncbitaxon:224735', 'ncbitaxon:132894']
ncbitaxon:22097	122	0	0	1	['ncbitaxon:13333']
ncbitaxon:16733	1108	621	11	44	['ncbitaxon:124785', 'ncbitaxon:50507', 'ncbitaxon:124789', 'ncbitaxon:124783', 'ncbitaxon:238549', 'ncbitaxon:124775', 'ncbitaxon:124790', 'ncbitaxon:133444', 'ncbitaxon:133442', 'ncbitaxon:105750', 'ncbitaxon:124778', 'ncbitaxon:1202798', 'ncbitaxon:124781', 'ncbitaxon:124791', 'ncbitaxon:124779', 'ncbitaxon:1652688', 'ncbitaxon:13098', 'ncbitaxon:238548', 'ncbitaxon:124794', 'ncbitaxon:124776', 'ncbitaxon:1202800', 'ncbitaxon:124793', 'ncbitaxon:2027360', 'ncbitaxon:453241', 'ncbitaxon:2126358', 'ncbitaxon:13099', 'ncbitaxon:251265', 'ncbitaxon:137467', 'ncbitaxon:124787', 'ncbitaxon:124772', 'ncbitaxon:114516', 'ncbitaxon:124788', 'ncbitaxon:124773', 'ncbitaxon:889078', 'ncbitaxon:124795', 'ncbitaxon:124774', 'ncbitaxon:81864', 'ncbitaxon:124782', 'ncbitaxon:121383', 'ncbitaxon:145286', 'ncbitaxon:238547', 'ncbitaxon:13674', 'ncbitaxon:133441', 'ncbitaxon:124780']
ncbitaxon:4609	585	185	9	61	['ncbitaxon:76506', 'ncbitaxon:269566', 'ncbitaxon:76433', 'ncbitaxon:912448', 'ncbitaxon:167995', 'ncbitaxon:76410', 'ncbitaxon:76434', 'ncbitaxon:110284', 'ncbitaxon:395292', 'ncbitaxon:388567', 'ncbitaxon:372411', 'ncbitaxon:224685', 'ncbitaxon:140783', 'ncbitaxon:202392', 'ncbitaxon:269565', 'ncbitaxon:1053340', 'ncbitaxon:1735510', 'ncbitaxon:906937', 'ncbitaxon:1234173', 'ncbitaxon:768164', 'ncbitaxon:529428', 'ncbitaxon:1423382', 'ncbitaxon:140793', 'ncbitaxon:98862', 'ncbitaxon:388563', 'ncbitaxon:312760', 'ncbitaxon:1867339', 'ncbitaxon:140822', 'ncbitaxon:2764914', 'ncbitaxon:76417', 'ncbitaxon:512623', 'ncbitaxon:2508817', 'ncbitaxon:179138', 'ncbitaxon:1077517', 'ncbitaxon:224675', 'ncbitaxon:502764', 'ncbitaxon:76444', 'ncbitaxon:1352543', 'ncbitaxon:76508', 'ncbitaxon:76469', 'ncbitaxon:234464', 'ncbitaxon:418179', 'ncbitaxon:529432', 'ncbitaxon:418299', 'ncbitaxon:372905', 'ncbitaxon:863300', 'ncbitaxon:110309', 'ncbitaxon:316508', 'ncbitaxon:180973', 'ncbitaxon:679952', 'ncbitaxon:76515', 'ncbitaxon:76446', 'ncbitaxon:312743', 'ncbitaxon:100288', 'ncbitaxon:1287958', 'ncbitaxon:2034351', 'ncbitaxon:1962069', 'ncbitaxon:2518320', 'ncbitaxon:224702', 'ncbitaxon:372400', 'ncbitaxon:247924']
ncbitaxon:3201	35	27	0	3	['ncbitaxon:463575', 'ncbitaxon:463576', 'ncbitaxon:280830']
ncbitaxon:4454	798	97	30	58	['ncbitaxon:227250', 'ncbitaxon:1804071', 'ncbitaxon:714477', 'ncbitaxon:1720440', 'ncbitaxon:89585', 'ncbitaxon:4477', 'ncbitaxon:50518', 'ncbitaxon:59010', 'ncbitaxon:491966', 'ncbitaxon:227498', 'ncbitaxon:749969', 'ncbitaxon:174217', 'ncbitaxon:1366139', 'ncbitaxon:227494', 'ncbitaxon:290852', 'ncbitaxon:227256', 'ncbitaxon:267624', 'ncbitaxon:4456', 'ncbitaxon:228806', 'ncbitaxon:161105', 'ncbitaxon:228855', 'ncbitaxon:418800', 'ncbitaxon:1160303', 'ncbitaxon:228801', 'ncbitaxon:161111', 'ncbitaxon:174187', 'ncbitaxon:4467', 'ncbitaxon:258281', 'ncbitaxon:258320', 'ncbitaxon:4460', 'ncbitaxon:199218', 'ncbitaxon:29656', 'ncbitaxon:258264', 'ncbitaxon:487136', 'ncbitaxon:228821', 'ncbitaxon:227241', 'ncbitaxon:458697', 'ncbitaxon:201275', 'ncbitaxon:78371', 'ncbitaxon:4470', 'ncbitaxon:175759', 'ncbitaxon:4458', 'ncbitaxon:175724', 'ncbitaxon:78372', 'ncbitaxon:491969', 'ncbitaxon:28477', 'ncbitaxon:69721', 'ncbitaxon:199225', 'ncbitaxon:174226', 'ncbitaxon:199222', 'ncbitaxon:4472', 'ncbitaxon:85269', 'ncbitaxon:189456', 'ncbitaxon:1366212', 'ncbitaxon:175739', 'ncbitaxon:4463', 'ncbitaxon:161103', 'ncbitaxon:28478']
ncbitaxon:4027	557	38	18	45	['ncbitaxon:1417791', 'ncbitaxon:337351', 'ncbitaxon:379949', 'ncbitaxon:4031', 'ncbitaxon:73188', 'ncbitaxon:122183', 'ncbitaxon:337379', 'ncbitaxon:28965', 'ncbitaxon:1368246', 'ncbitaxon:296621', 'ncbitaxon:28963', 'ncbitaxon:337389', 'ncbitaxon:337363', 'ncbitaxon:554690', 'ncbitaxon:253196', 'ncbitaxon:345239', 'ncbitaxon:314612', 'ncbitaxon:253082', 'ncbitaxon:70270', 'ncbitaxon:163693', 'ncbitaxon:158596', 'ncbitaxon:253086', 'ncbitaxon:1368250', 'ncbitaxon:345237', 'ncbitaxon:487788', 'ncbitaxon:59871', 'ncbitaxon:337392', 'ncbitaxon:73198', 'ncbitaxon:1417776', 'ncbitaxon:158595', 'ncbitaxon:1659214', 'ncbitaxon:337405', 'ncbitaxon:314613', 'ncbitaxon:1798035', 'ncbitaxon:73200', 'ncbitaxon:54667', 'ncbitaxon:158602', 'ncbitaxon:337386', 'ncbitaxon:379956', 'ncbitaxon:28967', 'ncbitaxon:163034', 'ncbitaxon:1167265', 'ncbitaxon:122182', 'ncbitaxon:202327', 'ncbitaxon:301481']
ncbitaxon:255922	18	3	0	1	['ncbitaxon:280836']
ncbitaxon:3275	699	129	12	41	['ncbitaxon:872852', 'ncbitaxon:872805', 'ncbitaxon:872804', 'ncbitaxon:449869', 'ncbitaxon:194882', 'ncbitaxon:692141', 'ncbitaxon:32163', 'ncbitaxon:1190828', 'ncbitaxon:187370', 'ncbitaxon:746523', 'ncbitaxon:872808', 'ncbitaxon:253798', 'ncbitaxon:126678', 'ncbitaxon:2016485', 'ncbitaxon:272679', 'ncbitaxon:1882416', 'ncbitaxon:218620', 'ncbitaxon:104286', 'ncbitaxon:872851', 'ncbitaxon:187374', 'ncbitaxon:187364', 'ncbitaxon:699700', 'ncbitaxon:49545', 'ncbitaxon:187376', 'ncbitaxon:699669', 'ncbitaxon:253745', 'ncbitaxon:104276', 'ncbitaxon:746522', 'ncbitaxon:449854', 'ncbitaxon:347942', 'ncbitaxon:272675', 'ncbitaxon:104284', 'ncbitaxon:253746', 'ncbitaxon:38391', 'ncbitaxon:126675', 'ncbitaxon:187373', 'ncbitaxon:2647132', 'ncbitaxon:38390', 'ncbitaxon:253793', 'ncbitaxon:58048', 'ncbitaxon:664672']
ncbitaxon:24955	8	3	1	1	['ncbitaxon:138603']
ncbitaxon:61526	4	0	0	3	['ncbitaxon:67428', 'ncbitaxon:1899414', 'ncbitaxon:61542']
ncbitaxon:20008	176	44	5	10	['ncbitaxon:153522', 'ncbitaxon:153547', 'ncbitaxon:153526', 'ncbitaxon:153532', 'ncbitaxon:59680', 'ncbitaxon:153542', 'ncbitaxon:153544', 'ncbitaxon:153524', 'ncbitaxon:107837', 'ncbitaxon:153559']
ncbitaxon:13828	167	36	2	5	['ncbitaxon:49227', 'ncbitaxon:60874', 'ncbitaxon:41913', 'ncbitaxon:208695', 'ncbitaxon:37426']
ncbitaxon:95770	15	8	0	2	['ncbitaxon:113421', 'ncbitaxon:95772']
