taxon	Furofuranoid lignans	Dihydroflavonols	Shikimic acids and derivatives	Eudesmane sesquiterpenoids	Stigmastane steroids	Lupane triterpenoids	Chalcones	Cinnamic acids and derivatives	Menthane monoterpenoids	Flavan-3-ols	Oleanane triterpenoids	Flavonols	Ursane and Taraxastane triterpenoids	Gallotannins	Acyclic monoterpenoids	Simple coumarins	Flavanones	Monocyclic monoterpenoids	Flavones	Neolignans
Amaryllidaceae	0.0019286403085824494	0.00546448087431694	0.0012857602057216328	0.0022500803600128574	0.01253616200578592	0.006750241080038573	0.004178720668595307	0.016072002571520413	0.0035358405657344907	0.0025715204114432656	0.01767920282867245	0.06332369013179043	0.008678881388621022	0.013179042108646738	0.006107360977177756	0.00546448087431694	0.012214721954355513	0.0025715204114432656	0.01575056252009	0.010607521697203472
Dioscoreaceae	0.0069605568445475635	0.004640371229698376	0.002320185614849188	0.0	0.030162412993039442	0.008120649651972157	0.001160092807424594	0.0069605568445475635	0.001160092807424594	0.0034802784222737818	0.0069605568445475635	0.0382830626450116	0.002320185614849188	0.04060324825986079	0.0034802784222737818	0.008120649651972157	0.002320185614849188	0.0	0.012761020881670533	0.0069605568445475635
Hypoxidaceae	0.0	0.0	0.01809954751131222	0.0	0.02262443438914027	0.0	0.02262443438914027	0.05429864253393665	0.004524886877828055	0.00904977375565611	0.0	0.013574660633484163	0.0	0.004524886877828055	0.0	0.0	0.01809954751131222	0.0	0.03167420814479638	0.027149321266968326
Liliaceae	0.004555808656036446	0.003416856492027335	0.002277904328018223	0.02050113895216401	0.022779043280182234	0.002277904328018223	0.018223234624145785	0.06264236902050115	0.002277904328018223	0.0056947608200455585	0.010250569476082005	0.06947608200455581	0.0056947608200455585	0.004555808656036446	0.0056947608200455585	0.0011389521640091116	0.009111617312072893	0.0	0.018223234624145785	0.02164009111617312
Smilacaceae	0.002881844380403458	0.05475504322766571	0.005763688760806916	0.002881844380403458	0.020172910662824207	0.0	0.005763688760806916	0.138328530259366	0.005763688760806916	0.037463976945244955	0.01729106628242075	0.040345821325648415	0.008645533141210375	0.002881844380403458	0.0	0.005763688760806916	0.008645533141210375	0.0	0.037463976945244955	0.002881844380403458
Arecaceae	0.007042253521126761	0.007042253521126761	0.004225352112676056	0.0014084507042253522	0.02112676056338028	0.005633802816901409	0.008450704225352112	0.028169014084507043	0.008450704225352112	0.01971830985915493	0.0014084507042253522	0.09014084507042254	0.005633802816901409	0.009859154929577466	0.0014084507042253522	0.007042253521126761	0.0028169014084507044	0.008450704225352112	0.059154929577464786	0.0028169014084507044
Pandanaceae	0.056179775280898875	0.0	0.00749063670411985	0.00749063670411985	0.00749063670411985	0.0	0.003745318352059925	0.06367041198501873	0.011235955056179775	0.003745318352059925	0.00749063670411985	0.04868913857677903	0.0149812734082397	0.003745318352059925	0.0	0.052434456928838954	0.0	0.003745318352059925	0.0749063670411985	0.0
Typhaceae	0.0	0.0	0.029045643153526972	0.0	0.029045643153526972	0.02074688796680498	0.016597510373443983	0.06639004149377593	0.0	0.008298755186721992	0.012448132780082987	0.1825726141078838	0.004149377593360996	0.02074688796680498	0.004149377593360996	0.004149377593360996	0.016597510373443983	0.0	0.008298755186721992	0.0
Commelinaceae	0.014492753623188406	0.0	0.0	0.0	0.043478260869565216	0.0	0.0	0.043478260869565216	0.0	0.0	0.014492753623188406	0.07246376811594203	0.0	0.014492753623188406	0.0	0.014492753623188406	0.0	0.0	0.11594202898550725	0.0
Orchidaceae	0.010186005314437556	0.002657218777679362	0.011957484499557131	0.010186005314437556	0.021257750221434897	0.005314437555358724	0.007971656333038087	0.03365810451727192	0.0044286979627989375	0.005314437555358724	0.008857395925597875	0.03631532329495128	0.006200177147918512	0.002657218777679362	0.006643046944198406	0.013728963684676704	0.006643046944198406	0.003100088573959256	0.021257750221434897	0.00974313551815766
Stemonaceae	0.004149377593360996	0.0	0.0	0.012448132780082987	0.008298755186721992	0.004149377593360996	0.008298755186721992	0.02074688796680498	0.0	0.0	0.0	0.0	0.0	0.0	0.004149377593360996	0.004149377593360996	0.0	0.0	0.0	0.0
Melanthiaceae	0.0	0.0	0.0035587188612099642	0.005338078291814947	0.0071174377224199285	0.0017793594306049821	0.0	0.0017793594306049821	0.0017793594306049821	0.0	0.0017793594306049821	0.03202846975088968	0.0035587188612099642	0.0017793594306049821	0.0035587188612099642	0.01601423487544484	0.0	0.0017793594306049821	0.008896797153024912	0.0
Cynomoriaceae	0.0	0.0	0.011111111111111112	0.0	0.03333333333333333	0.0	0.0	0.022222222222222223	0.0	0.022222222222222223	0.0	0.022222222222222223	0.044444444444444446	0.022222222222222223	0.0	0.0	0.0	0.0	0.0	0.0
Asphodelaceae	0.0016339869281045752	0.0016339869281045752	0.004901960784313725	0.021241830065359478	0.024509803921568627	0.0016339869281045752	0.006535947712418301	0.05310457516339869	0.008986928104575163	0.0024509803921568627	0.005718954248366013	0.05228758169934641	0.005718954248366013	0.004901960784313725	0.008986928104575163	0.005718954248366013	0.008169934640522876	0.008169934640522876	0.03431372549019608	0.0032679738562091504
Podostemaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014492753623188406	0.0	0.0	0.0	0.0
Bartramiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02666666666666667	0.0	0.08	0.0	0.3466666666666667	0.0	0.0	0.0	0.0	0.24	0.0
Hypnaceae	0.0	0.19444444444444445	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0
Plagiochilaceae	0.0	0.0	0.0	0.0	0.0	0.013888888888888888	0.0	0.0	0.09722222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.06944444444444445	0.0
Trichocoleaceae	0.0	0.0	0.027777777777777776	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	0.0	0.1388888888888889	0.0	0.0	0.0	0.0	0.0
Haemodoraceae	0.0	0.0	0.03225806451612903	0.0	0.0	0.0	0.0	0.0967741935483871	0.0	0.0	0.0	0.03225806451612903	0.0	0.0	0.0	0.03225806451612903	0.03225806451612903	0.0	0.0	0.0
Juncaginaceae	0.014925373134328358	0.0	0.0	0.0	0.05970149253731343	0.029850746268656716	0.0	0.029850746268656716	0.0	0.0	0.04477611940298507	0.029850746268656716	0.014925373134328358	0.4626865671641791	0.0	0.014925373134328358	0.014925373134328358	0.0	0.014925373134328358	0.0
Posidoniaceae	0.010526315789473684	0.0	0.031578947368421054	0.07368421052631578	0.031578947368421054	0.0	0.0	0.16842105263157894	0.010526315789473684	0.0	0.0	0.010526315789473684	0.0	0.021052631578947368	0.0	0.010526315789473684	0.0	0.0	0.0	0.2
Clusiaceae	0.000630119722747322	0.011342155009451797	0.002520478890989288	0.00315059861373661	0.02520478890989288	0.014492753623188406	0.002520478890989288	0.030245746691871456	0.010081915563957152	0.005040957781978576	0.020793950850661626	0.039067422810333964	0.010712035286704474	0.023314429741650915	0.010712035286704474	0.004410838059231254	0.04158790170132325	0.004410838059231254	0.06049149338374291	0.000630119722747322
Ochnaceae	0.0	0.014492753623188406	0.0	0.0	0.028985507246376812	0.0	0.2028985507246377	0.0	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.0	0.0	0.15942028985507245	0.0	0.2608695652173913	0.0
Alstroemeriaceae	0.0	0.0	0.0	0.0	0.01818181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lunulariaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.0
Monocleaceae	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3888888888888889	0.0
Fossombroniaceae	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbertaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01282051282051282	0.0	0.0	0.0	0.0	0.0	0.0	0.02564102564102564	0.0	0.0	0.0	0.0	0.0
Porellaceae	0.00847457627118644	0.0	0.0	0.00847457627118644	0.01694915254237288	0.0847457627118644	0.0	0.01694915254237288	0.00847457627118644	0.00847457627118644	0.05084745762711865	0.00847457627118644	0.025423728813559324	0.0	0.0	0.0	0.0	0.0	0.00847457627118644	0.01694915254237288
Phellinaceae	0.0	0.03125	0.0	0.0	0.0	0.0	0.03125	0.3125	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0
Limeaceae	0.0	0.0	0.0	0.0	0.02564102564102564	0.0	0.0	0.10256410256410256	0.3076923076923077	0.0	0.0	0.02564102564102564	0.0	0.0	0.02564102564102564	0.05128205128205128	0.0	0.10256410256410256	0.0	0.02564102564102564
Hypericaceae	0.005087620124364048	0.007348784624081402	0.007348784624081402	0.01243640474844545	0.013001695873374788	0.008479366873940079	0.0005652911249293386	0.01582815149802148	0.01639344262295082	0.009609949123798756	0.010740531373657434	0.11136235161107971	0.008479366873940079	0.01582815149802148	0.009609949123798756	0.006218202374222725	0.005087620124364048	0.011305822498586773	0.031091011871113624	0.00395703787450537
Peraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714285714285714	0.0	0.0	0.14285714285714285	0.0
Ancistrocladaceae	0.01098901098901099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01098901098901099	0.0	0.01098901098901099	0.0	0.0	0.0	0.02197802197802198	0.0	0.0	0.0	0.0
Dioncophyllaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.038461538461538464	0.0
Rhabdodendraceae	0.0	0.0	0.0	0.0	0.06896551724137931	0.0	0.0	0.0	0.0	0.0	0.13793103448275862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tamaricaceae	0.005128205128205128	0.0	0.010256410256410256	0.0	0.015384615384615385	0.0	0.005128205128205128	0.03076923076923077	0.020512820512820513	0.005128205128205128	0.0	0.18974358974358974	0.010256410256410256	0.09230769230769231	0.020512820512820513	0.005128205128205128	0.015384615384615385	0.015384615384615385	0.05128205128205128	0.0
Targioniaceae	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.08333333333333333	0.0	0.16666666666666666	0.25	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0
Gomortegaceae	0.0	0.0	0.0	0.0	0.038461538461538464	0.0	0.0	0.038461538461538464	0.0	0.11538461538461539	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.15384615384615385	0.0	0.038461538461538464	0.0	0.0	0.0	0.0
Lejeuneaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03333333333333333	0.06666666666666667	0.0
Bixaceae	0.0	0.0	0.0	0.0	0.0	0.05405405405405406	0.0	0.0	0.0	0.02702702702702703	0.0	0.0	0.0	0.05405405405405406	0.02702702702702703	0.0	0.05405405405405406	0.0	0.10810810810810811	0.0
Krameriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2037037037037037
Aulacomniaceae	0.0	0.0	0.0	0.0	0.0	0.17647058823529413	0.0	0.0	0.0	0.0	0.0	0.20588235294117646	0.058823529411764705	0.20588235294117646	0.029411764705882353	0.0	0.0	0.0	0.14705882352941177	0.0
Lygodiaceae	0.0	0.0	0.0	0.0	0.021739130434782608	0.0	0.0	0.10869565217391304	0.0	0.043478260869565216	0.021739130434782608	0.13043478260869565	0.0	0.0	0.021739130434782608	0.0	0.0	0.0	0.06521739130434782	0.0
Cibotiaceae	0.0	0.0	0.0	0.0	0.014705882352941176	0.0	0.058823529411764705	0.10294117647058823	0.0	0.0	0.0	0.08823529411764706	0.0	0.0	0.0	0.0	0.014705882352941176	0.0	0.014705882352941176	0.0
Onocleaceae	0.010526315789473684	0.0	0.0	0.0	0.021052631578947368	0.0	0.0	0.08421052631578947	0.0	0.0	0.0	0.031578947368421054	0.0	0.0	0.010526315789473684	0.0	0.10526315789473684	0.0	0.031578947368421054	0.0
Cistaceae	0.0	0.0028169014084507044	0.0028169014084507044	0.014084507042253521	0.0028169014084507044	0.0	0.0	0.011267605633802818	0.030985915492957747	0.022535211267605635	0.008450704225352112	0.19154929577464788	0.0	0.0028169014084507044	0.01971830985915493	0.0028169014084507044	0.0	0.0676056338028169	0.03380281690140845	0.0
Ptilidiaceae	0.0	0.0	0.0	0.0	0.025974025974025976	0.07792207792207792	0.0	0.0	0.0	0.0	0.05194805194805195	0.05194805194805195	0.15584415584415584	0.0	0.0	0.012987012987012988	0.0	0.0	0.0	0.0
Calophyllaceae	0.002758620689655172	0.0	0.005517241379310344	0.002758620689655172	0.016551724137931035	0.004137931034482759	0.0	0.006896551724137931	0.002758620689655172	0.002758620689655172	0.006896551724137931	0.031724137931034485	0.004137931034482759	0.001379310344827586	0.002758620689655172	0.2082758620689655	0.008275862068965517	0.002758620689655172	0.030344827586206897	0.0
Caryocaraceae	0.0	0.0	0.011904761904761904	0.011904761904761904	0.023809523809523808	0.011904761904761904	0.0	0.011904761904761904	0.0	0.0	0.5833333333333334	0.011904761904761904	0.023809523809523808	0.13095238095238096	0.0	0.047619047619047616	0.0	0.0	0.011904761904761904	0.011904761904761904
Xyridaceae	0.047619047619047616	0.047619047619047616	0.023809523809523808	0.0	0.07142857142857142	0.07142857142857142	0.0	0.0	0.047619047619047616	0.0	0.11904761904761904	0.0	0.09523809523809523	0.023809523809523808	0.047619047619047616	0.0	0.0	0.0	0.0	0.0
Leucobryaceae	0.0	0.0	0.0	0.0	0.125	0.0625	0.0	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.3125	0.0	0.1875	0.0
Balanopaceae	0.011235955056179775	0.0449438202247191	0.011235955056179775	0.0	0.011235955056179775	0.0	0.0	0.011235955056179775	0.06741573033707865	0.02247191011235955	0.0	0.056179775280898875	0.0	0.0	0.011235955056179775	0.0	0.0	0.11235955056179775	0.0	0.033707865168539325
Gelsemiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013888888888888888	0.0	0.0	0.013888888888888888	0.0	0.013888888888888888	0.0	0.0	0.0	0.0
Picramniaceae	0.0	0.0	0.0	0.0	0.07317073170731707	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0975609756097561	0.0	0.0	0.0	0.0
Francoaceae	0.0	0.0	0.008547008547008548	0.0	0.03418803418803419	0.017094017094017096	0.02564102564102564	0.02564102564102564	0.0	0.0	0.03418803418803419	0.02564102564102564	0.0	0.02564102564102564	0.0	0.017094017094017096	0.0	0.0	0.008547008547008548	0.0
Stachyuraceae	0.0	0.03571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.03571428571428571	0.03571428571428571	0.07142857142857142	0.14285714285714285	0.0	0.42857142857142855	0.0	0.0	0.0	0.0	0.10714285714285714	0.0
Staphyleaceae	0.0	0.0	0.0	0.0	0.0125	0.0	0.025	0.0125	0.0	0.0375	0.0125	0.0625	0.1375	0.1	0.0	0.0125	0.0125	0.0	0.0375	0.0
Atherospermataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046511627906976744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lanariaceae	0.0	0.0	0.0	0.0	0.21428571428571427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.07142857142857142	0.0
Altingiaceae	0.0	0.0	0.017857142857142856	0.0	0.03571428571428571	0.017857142857142856	0.0	0.03571428571428571	0.05357142857142857	0.017857142857142856	0.08928571428571429	0.08928571428571429	0.017857142857142856	0.08928571428571429	0.017857142857142856	0.0	0.017857142857142856	0.14285714285714285	0.0	0.0
Biebersteiniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10526315789473684	0.0	0.0	0.7894736842105263	0.0
Nitrariaceae	0.0	0.0	0.0	0.0	0.0	0.009708737864077669	0.0	0.0	0.009708737864077669	0.0	0.0	0.07766990291262135	0.019417475728155338	0.0	0.0	0.0	0.0	0.0	0.05825242718446602	0.0
Muntingiaceae	0.0	0.022222222222222223	0.0	0.0	0.044444444444444446	0.022222222222222223	0.044444444444444446	0.022222222222222223	0.0	0.0	0.044444444444444446	0.2	0.0	0.022222222222222223	0.0	0.0	0.06666666666666667	0.0	0.13333333333333333	0.022222222222222223
Orobanchaceae	0.02030456852791878	0.001692047377326565	0.005922165820642978	0.005922165820642978	0.02284263959390863	0.005076142131979695	0.00338409475465313	0.10236886632825719	0.005922165820642978	0.00338409475465313	0.010998307952622674	0.021150592216582064	0.009306260575296108	0.025380710659898477	0.004230118443316413	0.0025380710659898475	0.005076142131979695	0.0008460236886632825	0.02961082910321489	0.025380710659898477
Sciadopityaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.018867924528301886	0.0	0.0	0.0	0.018867924528301886	0.018867924528301886	0.0	0.0	0.0	0.0	0.0	0.0	0.1509433962264151	0.0
Schistochilaceae	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0
Dumortieraceae	0.0	0.01652892561983471	0.024793388429752067	0.0	0.024793388429752067	0.0	0.0	0.024793388429752067	0.0	0.08264462809917356	0.01652892561983471	0.05785123966942149	0.0	0.0	0.03305785123966942	0.0	0.008264462809917356	0.0	0.01652892561983471	0.0
Lophocoleaceae	0.02702702702702703	0.0	0.0	0.2972972972972973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Solenostomataceae	0.009433962264150943	0.0	0.0	0.0	0.0	0.07547169811320754	0.0	0.018867924528301886	0.009433962264150943	0.009433962264150943	0.04716981132075472	0.0	0.02830188679245283	0.0	0.0	0.0	0.0	0.0	0.009433962264150943	0.018867924528301886
